"district","neighborhood","year","inc_disposable","inc_q1","inc_q2","inc_q3","inc_q4","inc_q5","inc_theil","inc_gini","inc_social","inc_social_far","inc_disability","inc_unemployment","inc_debt","inc_notifications"
"F Nieuw-West","Slotermeer Zuid",2018,25924,50,23,15,8,4,0.07,0.23,312,257,232,67,126,135
"F Nieuw-West","Slotermeer Zuid",2019,27027,51,23,15,9,2,0.12,0.25,322,275,237,65,146,160
"F Nieuw-West","Slotermeer Zuid",2020,27676,51,23,14,8,4,0.04,0.22,314,278,234,53,148,167
"F Nieuw-West","Staalmanbuurt",2015,31200,30,27,19,12,12,0.12,0.26,176,135,150,60,42,38
"F Nieuw-West","Staalmanbuurt",2016,34800,27,26,20,14,13,0.15,0.28,169,132,140,50,35,67
"F Nieuw-West","Staalmanbuurt",2017,35800,28,24,20,14,14,0.16,0.28,164,137,140,50,64,73
"F Nieuw-West","Staalmanbuurt",2018,35853,29,25,19,13,14,0.17,0.29,178,160,148,43,75,98
"F Nieuw-West","Staalmanbuurt",2019,36740,29,25,19,13,14,0.16,0.28,179,171,149,37,86,115
"F Nieuw-West","Staalmanbuurt",2020,37859,30,25,19,14,12,0.22,0.31,190,189,154,35,106,140
"F Nieuw-West","Wildeman",2015,24800,41,33,14,8,4,0.07,0.2,401,315,280,90,93,112
"F Nieuw-West","Wildeman",2016,25400,42,32,15,7,4,0.07,0.2,432,352,280,90,75,103
"F Nieuw-West","Wildeman",2017,25700,42,32,16,7,3,0.08,0.2,447,371,300,70,168,154
"F Nieuw-West","Wildeman",2018,27123,42,32,15,7,4,0.07,0.2,432,369,290,71,137,158
"F Nieuw-West","Wildeman",2019,28562,43,32,15,8,2,0.22,0.25,456,398,300,77,169,196
"F Nieuw-West","Wildeman",2020,29272,43,32,15,8,2,0.16,0.24,450,403,299,67,174,206
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2015,30500,30,26,20,14,10,0.1,0.24,144,114,190,60,48,46
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2016,31100,32,23,21,15,9,0.1,0.24,130,109,180,60,34,30
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2017,32600,33,24,18,15,10,0.17,0.26,126,113,180,50,81,94
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2018,33557,33,24,20,15,8,0.22,0.28,152,146,192,52,91,104
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2019,34430,33,24,19,15,9,0.2,0.28,152,152,193,45,102,120
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2020,35299,33,23,19,15,10,0.19,0.28,153,153,194,38,113,136
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2015,35400,22,20,23,21,14,0.11,0.25,194,144,260,170,73,74
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2016,36900,23,19,22,19,17,0.12,0.26,197,155,260,160,43,82
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2017,38100,23,19,22,19,17,0.14,0.28,205,161,260,140,101,122
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2018,38397,23,18,22,19,18,0.05,0.24,193,168,259,140,88,119
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2019,39506,23,18,22,20,17,0.11,0.26,204,186,264,138,108,144
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2020,40595,24,18,22,20,16,0.16,0.28,213,203,269,136,126,168
"K Zuid","Aalsmeerwegbuurt Oost",2015,38300,23,21,18,15,23,0.15,0.3,73,58,80,50,21,13
"K Zuid","Aalsmeerwegbuurt Oost",2016,41200,24,20,17,18,21,0.19,0.32,64,55,80,50,26,20
"K Zuid","Aalsmeerwegbuurt Oost",2017,44900,21,19,19,17,24,0.24,0.34,70,57,80,50,13,20
"K Zuid","Aalsmeerwegbuurt Oost",2018,44685,22,20,18,17,23,0.21,0.33,67,64,75,41,1,28
"K Zuid","Aalsmeerwegbuurt Oost",2019,46218,21,20,18,17,24,0.19,0.32,63,63,71,35,0,30
"K Zuid","Aalsmeerwegbuurt Oost",2020,47928,21,20,18,17,24,0.23,0.34,66,66,70,33,0,39
"K Zuid","Aalsmeerwegbuurt West",2015,39400,22,18,20,18,22,0.16,0.3,56,43,60,50,15,15
"K Zuid","Aalsmeerwegbuurt West",2016,41000,21,18,21,17,23,0.17,0.31,49,41,60,70,28,25
"K Zuid","Aalsmeerwegbuurt West",2017,42000,21,18,20,18,23,0.16,0.3,49,44,60,60,20,24
"K Zuid","Aalsmeerwegbuurt West",2018,43844,20,18,20,18,24,0.12,0.29,42,42,52,48,0,25
"K Zuid","Aalsmeerwegbuurt West",2019,45835,20,19,20,18,23,0.24,0.33,57,57,55,52,0,45
"K Zuid","Aalsmeerwegbuurt West",2020,47318,20,18,20,18,24,0.21,0.33,51,51,51,45,0,45
"K Zuid","Bertelmanpleinbuurt",2015,27534,40,21,18,13,8,0.12,0.27,61,45,79,36,51,9
"K Zuid","Bertelmanpleinbuurt",2016,29800,39,21,19,12,9,0.12,0.27,57,47,80,30,45,17
"K Zuid","Bertelmanpleinbuurt",2017,30100,40,22,16,15,7,0.13,0.28,63,54,70,30,30,17
"K Zuid","Bertelmanpleinbuurt",2018,32449,39,22,18,14,7,0.16,0.29,63,59,73,26,27,28
"K Zuid","Bertelmanpleinbuurt",2019,34176,39,22,18,14,7,0.2,0.3,67,67,72,24,22,38
"K Zuid","Bertelmanpleinbuurt",2020,35767,38,22,17,14,9,0.2,0.31,65,65,69,20,12,43
"K Zuid","Buitenveldert Midden Zuid",2015,37400,21,21,24,17,17,0.14,0.28,52,34,100,70,29,22
"K Zuid","Buitenveldert Midden Zuid",2016,38100,22,20,25,16,17,0.14,0.28,53,39,100,80,30,12
"K Zuid","Buitenveldert Midden Zuid",2017,40600,21,21,25,16,17,0.17,0.29,52,40,100,60,12,33
"K Zuid","Buitenveldert Midden Zuid",2018,42354,21,21,25,17,16,0.29,0.33,69,60,102,71,21,49
"K Zuid","Buitenveldert Midden Zuid",2019,43695,20,21,25,17,17,0.22,0.31,57,54,95,61,1,44
"K Zuid","Buitenveldert Midden Zuid",2020,44983,19,21,24,17,19,0.13,0.28,42,42,87,50,0,38
"K Zuid","Buitenveldert Oost Midden",2015,33000,30,25,19,14,12,0.17,0.3,120,93,130,60,52,34
"K Zuid","Buitenveldert Oost Midden",2016,34800,30,24,19,14,13,0.2,0.31,114,93,130,70,76,38
"K Zuid","Buitenveldert Oost Midden",2017,35500,30,23,19,14,14,0.18,0.31,115,98,120,70,44,54
"K Zuid","Buitenveldert Oost Midden",2018,37390,29,24,19,14,14,0.12,0.29,104,94,117,53,29,43
"K Zuid","Buitenveldert Oost Midden",2019,39177,28,24,19,14,15,0.18,0.31,111,103,117,52,26,55
"K Zuid","Buitenveldert Oost Midden",2020,40682,28,24,19,14,15,0.16,0.31,105,104,113,46,13,56
"K Zuid","Buitenveldert Zuidoost",2015,43100,23,22,20,15,20,0.32,0.36,43,30,110,40,23,13
"K Zuid","Buitenveldert Zuidoost",2016,46600,23,23,19,14,21,0.33,0.37,52,44,110,50,19,29
"K Zuid","Buitenveldert Zuidoost",2017,46400,24,22,19,14,21,0.35,0.38,62,51,110,40,12,27
"K Zuid","Buitenveldert Zuidoost",2018,48603,22,23,19,15,21,0.36,0.38,51,49,105,35,0,34
"K Zuid","Buitenveldert Zuidoost",2019,50339,22,23,19,15,21,0.41,0.4,55,55,104,34,0,44
"K Zuid","Buitenveldert Zuidoost",2020,51731,21,23,19,15,22,0.36,0.38,45,45,98,24,0,41
"K Zuid","Buitenveldert Zuidwest",2015,40500,29,21,16,12,22,0.2,0.33,69,56,100,60,49,14
"K Zuid","Buitenveldert Zuidwest",2016,42000,30,21,16,11,22,0.19,0.33,73,62,100,60,51,18
"K Zuid","Buitenveldert Zuidwest",2017,44500,29,21,16,11,23,0.25,0.35,76,69,110,70,33,21
"K Zuid","Buitenveldert Zuidwest",2018,45551,28,21,16,12,23,0.23,0.34,71,70,98,55,25,28
"K Zuid","Buitenveldert Zuidwest",2019,47187,28,21,16,12,23,0.24,0.35,71,71,96,51,16,34
"K Zuid","Buitenveldert Zuidwest",2020,48560,27,21,16,12,24,0.18,0.33,60,60,89,42,0,30
"K Zuid","Burgemeester Tellegenbuurt Oost",2015,29900,38,22,17,12,11,0.15,0.29,176,136,200,70,114,42
"K Zuid","Burgemeester Tellegenbuurt Oost",2016,32300,36,21,17,13,13,0.16,0.3,172,137,190,80,126,37
"K Zuid","Burgemeester Tellegenbuurt Oost",2017,32200,37,22,17,12,12,0.17,0.31,178,152,190,60,59,51
"K Zuid","Burgemeester Tellegenbuurt Oost",2018,34986,37,22,17,13,11,0.26,0.34,187,159,193,68,92,65
"K Zuid","Burgemeester Tellegenbuurt Oost",2019,36661,36,22,17,13,12,0.29,0.35,189,165,192,66,85,73
"K Zuid","Burgemeester Tellegenbuurt Oost",2020,37626,35,22,17,13,13,0.11,0.29,161,148,179,47,52,54
"K Zuid","Burgemeester Tellegenbuurt West",2015,27300,44,23,15,10,8,0.13,0.27,169,128,170,50,87,34
"K Zuid","Burgemeester Tellegenbuurt West",2016,29400,44,21,15,11,9,0.14,0.28,172,133,150,60,98,40
"K Zuid","Burgemeester Tellegenbuurt West",2017,30000,42,21,15,12,10,0.13,0.28,167,136,150,40,48,51
"K Zuid","Burgemeester Tellegenbuurt West",2018,31950,42,22,15,11,10,0.09,0.27,161,135,149,38,53,46
"K Zuid","Burgemeester Tellegenbuurt West",2019,33589,42,22,15,11,10,0.11,0.28,162,140,147,35,45,53
"K Zuid","Burgemeester Tellegenbuurt West",2020,35619,42,22,15,12,9,0.24,0.32,179,157,151,40,51,74
"K Zuid","Cornelis Troostbuurt",2015,34800,31,20,18,13,18,0.17,0.32,114,91,130,80,49,30
"K Zuid","Cornelis Troostbuurt",2016,37100,29,20,18,14,19,0.18,0.32,110,88,120,70,68,23
"K Zuid","Cornelis Troostbuurt",2017,38200,29,21,17,14,19,0.18,0.32,103,92,130,70,35,32
"K Zuid","Cornelis Troostbuurt",2018,40032,29,21,18,14,18,0.22,0.34,112,102,123,67,36,43
"K Zuid","Cornelis Troostbuurt",2019,41565,28,21,18,14,19,0.21,0.34,108,103,119,62,24,46
"K Zuid","Cornelis Troostbuurt",2020,43009,28,21,17,14,20,0.17,0.32,100,100,114,54,8,45
"K Zuid","Diamantbuurt",2015,29000,41,23,16,10,10,0.16,0.3,250,178,200,80,158,56
"K Zuid","Diamantbuurt",2016,29800,42,22,17,10,9,0.15,0.29,234,183,190,60,165,57
"K Zuid","Diamantbuurt",2017,31000,41,22,16,11,10,0.17,0.29,233,190,200,60,83,67
"K Zuid","Diamantbuurt",2018,33480,41,23,17,11,8,0.27,0.33,252,202,197,66,129,83
"K Zuid","Diamantbuurt",2019,34593,40,22,16,11,11,0.13,0.29,230,190,186,51,101,70
"K Zuid","Diamantbuurt",2020,36305,39,23,16,11,11,0.17,0.3,234,197,185,49,96,79
"K Zuid","Duivelseiland",2015,42809,24,18,19,15,24,0.18,0.34,22,11,34,37,24,0
"K Zuid","Duivelseiland",2016,44680,24,18,19,15,24,0.27,0.36,32,24,36,39,24,12
"K Zuid","Duivelseiland",2017,46100,23,18,19,15,25,0.22,0.35,23,21,30,30,7,10
"K Zuid","Duivelseiland",2018,47675,22,18,19,15,26,0.22,0.35,21,21,27,25,0,14
"K Zuid","Duivelseiland",2019,49165,22,18,19,15,26,0.19,0.34,15,15,22,18,0,14
"K Zuid","Duivelseiland",2020,50761,21,18,19,15,27,0.19,0.35,13,13,19,13,0,19
"K Zuid","Frans Halsbuurt",2015,37900,31,20,19,13,17,0.3,0.38,93,71,70,60,40,22
"K Zuid","Frans Halsbuurt",2016,40300,30,20,19,12,19,0.26,0.36,98,78,60,50,44,28
"K Zuid","Frans Halsbuurt",2017,42600,29,20,18,12,21,0.33,0.39,83,68,60,40,28,24
"K Zuid","Frans Halsbuurt",2018,43379,29,20,18,13,20,0.29,0.38,85,76,56,39,14,31
"K Zuid","Frans Halsbuurt",2019,45132,29,20,19,13,19,0.34,0.39,90,85,56,38,10,42
"K Zuid","Frans Halsbuurt",2020,46848,28,21,19,13,19,0.38,0.41,94,92,55,36,4,51
"K Zuid","Gelderlandpleinbuurt",2015,37800,26,23,20,15,16,0.28,0.35,83,63,140,80,35,23
"K Zuid","Gelderlandpleinbuurt",2016,42700,25,22,21,15,17,0.32,0.36,78,65,130,80,45,24
"K Zuid","Gelderlandpleinbuurt",2017,44400,25,21,20,15,19,0.39,0.38,79,69,140,60,17,49
"K Zuid","Gelderlandpleinbuurt",2018,44848,24,22,20,15,19,0.35,0.37,78,73,131,65,13,42
"K Zuid","Gelderlandpleinbuurt",2019,46457,24,22,20,15,19,0.36,0.38,77,77,129,60,3,47
"K Zuid","Gelderlandpleinbuurt",2020,48221,24,23,20,16,17,0.42,0.39,83,83,128,60,0,58
"K Zuid","Gerard Doubuurt",2015,35300,35,18,19,12,16,0.29,0.37,106,84,90,50,49,12
"K Zuid","Gerard Doubuurt",2016,37000,35,21,16,11,17,0.32,0.37,101,85,90,50,52,27
"K Zuid","Gerard Doubuurt",2017,36000,35,20,19,11,15,0.29,0.36,101,91,80,40,18,24
"K Zuid","Gerard Doubuurt",2018,39431,34,20,18,12,16,0.36,0.39,106,98,83,41,25,36
"K Zuid","Gerard Doubuurt",2019,40866,34,20,18,12,16,0.32,0.37,98,96,78,33,9,35
"K Zuid","Gerard Doubuurt",2020,42798,34,20,18,12,16,0.43,0.41,110,110,80,36,11,52
"K Zuid","Harmoniehofbuurt",2015,35659,19,25,25,18,13,0.1,0.25,12,0,43,26,17,0
"K Zuid","Harmoniehofbuurt",2016,37407,18,25,25,18,14,0.15,0.27,17,7,43,25,12,0
"K Zuid","Harmoniehofbuurt",2017,39000,18,25,25,18,14,0.15,0.27,15,10,40,20,2,4
"K Zuid","Harmoniehofbuurt",2018,40432,17,25,25,18,15,0.1,0.26,7,7,34,12,0,3
"K Zuid","Harmoniehofbuurt",2019,42527,18,26,25,19,12,0.25,0.31,26,26,40,18,0,26
"K Zuid","Harmoniehofbuurt",2020,43775,17,25,25,18,15,0.15,0.28,10,10,31,6,0,18
"K Zuid","Hemonybuurt",2015,41000,28,18,18,12,24,0.24,0.36,75,62,70,50,32,17
"K Zuid","Hemonybuurt",2016,46900,27,19,18,13,23,0.29,0.36,74,60,70,60,34,14
"K Zuid","Hemonybuurt",2017,43600,26,18,18,14,24,0.2,0.34,75,62,60,50,18,20
"K Zuid","Hemonybuurt",2018,47379,27,19,18,14,22,0.36,0.39,86,79,67,52,21,40
"K Zuid","Hemonybuurt",2019,48719,26,19,18,13,24,0.29,0.37,74,74,59,42,1,35
"K Zuid","Hemonybuurt",2020,50556,26,19,18,14,23,0.36,0.4,83,83,61,43,0,48
"K Zuid","Hercules Seghersbuurt",2015,31300,37,22,18,11,12,0.2,0.33,128,96,110,70,54,35
"K Zuid","Hercules Seghersbuurt",2016,32700,36,24,17,12,11,0.19,0.32,128,105,110,70,54,25
"K Zuid","Hercules Seghersbuurt",2017,33200,36,24,17,11,12,0.18,0.32,127,112,110,70,26,53
"K Zuid","Hercules Seghersbuurt",2018,35636,35,24,17,12,12,0.21,0.33,127,113,105,62,26,49
"K Zuid","Hercules Seghersbuurt",2019,37497,35,24,17,12,12,0.3,0.36,137,125,107,64,26,64
"K Zuid","Hercules Seghersbuurt",2020,38896,35,24,17,12,12,0.24,0.35,127,122,101,55,9,61
"K Zuid","Hondecoeterbuurt",2015,76239,17,17,14,16,36,0.54,0.47,43,33,34,36,27,0
"K Zuid","Hondecoeterbuurt",2016,77938,16,17,14,16,37,0.58,0.48,45,39,32,34,20,3
"K Zuid","Hondecoeterbuurt",2017,79600,16,17,14,16,37,0.6,0.49,46,44,30,30,12,9
"K Zuid","Hondecoeterbuurt",2018,80702,15,16,13,16,40,0.45,0.45,23,23,19,14,0,0
"K Zuid","Hondecoeterbuurt",2019,82699,15,17,14,16,38,0.58,0.48,38,38,22,18,0,14
"K Zuid","Hondecoeterbuurt",2020,84280,14,17,14,16,39,0.58,0.49,35,35,19,13,0,17
"K Zuid","IJselbuurt Oost",2015,34500,32,22,18,13,15,0.19,0.31,122,84,120,60,61,24
"K Zuid","IJselbuurt Oost",2016,35300,29,23,18,14,16,0.14,0.29,114,87,110,70,72,24
"K Zuid","IJselbuurt Oost",2017,35300,30,24,17,14,15,0.15,0.29,122,99,110,50,38,46
"K Zuid","IJselbuurt Oost",2018,38066,29,23,17,14,17,0.12,0.29,110,91,105,47,31,35
"K Zuid","IJselbuurt Oost",2019,39844,29,23,17,14,17,0.17,0.31,116,101,105,47,28,47
"K Zuid","IJselbuurt Oost",2020,41722,29,24,18,14,15,0.26,0.34,127,114,107,49,28,62
"K Zuid","IJselbuurt West",2015,30500,38,23,16,11,12,0.15,0.3,148,117,120,70,58,17
"K Zuid","IJselbuurt West",2016,31900,38,22,15,13,12,0.14,0.29,140,119,110,60,55,19
"K Zuid","IJselbuurt West",2017,33300,36,22,16,13,13,0.15,0.3,144,128,110,50,31,47
"K Zuid","IJselbuurt West",2018,35421,37,23,16,13,11,0.25,0.33,155,139,113,58,40,50
"K Zuid","IJselbuurt West",2019,36492,36,22,15,13,14,0.1,0.29,132,125,102,42,11,35
"K Zuid","IJselbuurt West",2020,38650,36,23,16,13,12,0.27,0.34,154,147,108,50,22,61
"K Zuid","Kromme Mijdrechtbuurt",2015,31400,36,24,16,12,12,0.16,0.31,145,106,130,60,60,25
"K Zuid","Kromme Mijdrechtbuurt",2016,33000,35,23,17,11,14,0.16,0.3,146,118,130,70,72,35
"K Zuid","Kromme Mijdrechtbuurt",2017,34200,35,23,17,12,13,0.18,0.32,156,131,130,40,35,40
"K Zuid","Kromme Mijdrechtbuurt",2018,35921,34,23,16,12,15,0.13,0.3,141,121,122,45,31,38
"K Zuid","Kromme Mijdrechtbuurt",2019,37987,34,24,17,12,13,0.28,0.35,159,140,127,51,38,60
"K Zuid","Kromme Mijdrechtbuurt",2020,39487,34,24,17,12,13,0.25,0.34,154,140,123,44,25,62
"K Zuid","Legmeerpleinbuurt",2015,39336,22,22,18,18,20,0.11,0.29,29,15,43,45,23,0
"K Zuid","Legmeerpleinbuurt",2016,40909,21,22,18,18,21,0.1,0.29,26,17,40,40,12,0
"K Zuid","Legmeerpleinbuurt",2017,42700,21,22,18,18,21,0.16,0.31,33,27,40,40,9,11
"K Zuid","Legmeerpleinbuurt",2018,44303,21,22,18,18,21,0.16,0.31,32,30,37,36,0,16
"K Zuid","Legmeerpleinbuurt",2019,45762,20,22,18,18,22,0.12,0.3,25,25,32,28,0,16
"K Zuid","Legmeerpleinbuurt",2020,47486,20,22,18,18,22,0.16,0.32,28,28,31,26,0,25
"K Zuid","Lizzy Ansinghbuurt",2015,32500,33,22,19,13,13,0.19,0.31,123,103,110,60,52,22
"K Zuid","Lizzy Ansinghbuurt",2016,33800,33,22,18,13,14,0.15,0.3,127,104,110,70,59,21
"K Zuid","Lizzy Ansinghbuurt",2017,35700,31,22,19,13,15,0.17,0.31,131,111,110,50,26,30
"K Zuid","Lizzy Ansinghbuurt",2018,37245,31,22,19,13,15,0.19,0.32,127,115,105,52,28,36
"K Zuid","Lizzy Ansinghbuurt",2019,39128,31,23,19,14,13,0.28,0.35,137,127,107,54,28,52
"K Zuid","Lizzy Ansinghbuurt",2020,40225,30,22,18,13,17,0.14,0.3,115,114,96,39,0,38
"K Zuid","Marathonbuurt Oost",2015,29500,33,26,19,15,7,0.11,0.26,80,56,100,40,32,24
"K Zuid","Marathonbuurt Oost",2016,32700,33,24,19,16,8,0.19,0.29,78,66,80,40,63,19
"K Zuid","Marathonbuurt Oost",2017,34000,33,24,21,13,9,0.27,0.32,78,66,80,30,21,41
"K Zuid","Marathonbuurt Oost",2018,35006,32,25,19,15,9,0.12,0.27,66,61,77,22,9,28
"K Zuid","Marathonbuurt Oost",2019,36736,31,25,19,15,10,0.17,0.29,70,69,76,21,5,38
"K Zuid","Marathonbuurt Oost",2020,38544,31,25,19,15,10,0.24,0.31,77,77,77,21,2,51
"K Zuid","Marathonbuurt West",2015,26500,43,24,16,10,7,0.13,0.27,180,124,210,80,94,34
"K Zuid","Marathonbuurt West",2016,27900,43,22,19,10,6,0.13,0.28,190,154,200,70,131,42
"K Zuid","Marathonbuurt West",2017,29000,44,21,17,11,7,0.14,0.29,195,160,200,50,70,71
"K Zuid","Marathonbuurt West",2018,31122,43,23,17,11,6,0.18,0.3,191,157,200,61,84,64
"K Zuid","Marathonbuurt West",2019,32628,42,23,17,11,7,0.15,0.29,187,158,196,54,70,65
"K Zuid","Marathonbuurt West",2020,34012,41,22,17,11,9,0.09,0.28,177,154,190,45,53,62
"K Zuid","Olympisch Stadion e.o.",2015,59100,20,15,13,13,39,0.38,0.42,48,33,70,30,23,12
"K Zuid","Olympisch Stadion e.o.",2016,61384,18,17,12,13,40,0.34,0.41,33,23,66,24,14,4
"K Zuid","Olympisch Stadion e.o.",2017,64200,17,19,12,14,38,0.47,0.45,41,31,70,30,24,16
"K Zuid","Olympisch Stadion e.o.",2018,64993,18,17,12,14,39,0.48,0.45,47,43,66,24,8,28
"K Zuid","Olympisch Stadion e.o.",2019,66015,16,17,12,13,42,0.32,0.4,21,21,54,6,0,11
"K Zuid","Olympisch Stadion e.o.",2020,67843,16,17,12,14,41,0.39,0.43,29,29,55,7,0,24
"K Zuid","Rijnbuurt Midden",2015,35700,28,22,18,14,18,0.16,0.3,51,35,60,50,29,15
"K Zuid","Rijnbuurt Midden",2016,36900,28,21,19,14,18,0.16,0.3,49,39,60,50,34,16
"K Zuid","Rijnbuurt Midden",2017,39100,26,23,19,13,19,0.16,0.3,51,37,70,40,18,18
"K Zuid","Rijnbuurt Midden",2018,40820,27,23,19,14,17,0.28,0.34,64,57,64,46,22,41
"K Zuid","Rijnbuurt Midden",2019,42048,26,22,18,14,20,0.17,0.31,47,47,55,34,0,32
"K Zuid","Rijnbuurt Midden",2020,43844,26,23,19,14,18,0.24,0.33,54,54,56,34,0,44
"K Zuid","Rijnbuurt Oost",2015,35400,28,21,19,14,18,0.15,0.29,70,49,90,60,34,13
"K Zuid","Rijnbuurt Oost",2016,38000,27,20,17,16,20,0.18,0.31,68,52,90,70,38,29
"K Zuid","Rijnbuurt Oost",2017,39100,28,20,17,15,20,0.15,0.3,68,53,90,60,20,44
"K Zuid","Rijnbuurt Oost",2018,40932,27,21,18,15,19,0.24,0.33,76,66,88,60,20,47
"K Zuid","Rijnbuurt Oost",2019,42363,26,21,18,15,20,0.19,0.32,68,64,83,51,3,46
"K Zuid","Rijnbuurt Oost",2020,43925,26,21,17,16,20,0.18,0.31,65,65,79,46,0,49
"K Zuid","Rijnbuurt West",2015,24500,51,24,13,7,5,0.13,0.26,171,130,130,40,73,26
"K Zuid","Rijnbuurt West",2016,27000,49,24,15,8,4,0.21,0.29,171,142,130,40,109,25
"K Zuid","Rijnbuurt West",2017,28400,47,24,15,8,6,0.18,0.29,178,150,120,40,56,48
"K Zuid","Rijnbuurt West",2018,29878,48,24,14,8,6,0.2,0.29,173,149,122,32,62,45
"K Zuid","Rijnbuurt West",2019,31122,47,24,14,8,7,0.1,0.26,157,141,113,20,39,37
"K Zuid","Rijnbuurt West",2020,33019,47,24,14,8,7,0.19,0.29,169,155,116,22,40,53
"K Zuid","Sarphatiparkbuurt",2015,33500,35,21,16,13,15,0.21,0.34,162,133,160,100,64,38
