"district","neighborhood","year","inc_disposable","inc_q1","inc_q2","inc_q3","inc_q4","inc_q5","inc_theil","inc_gini","inc_social","inc_social_far","inc_disability","inc_unemployment","inc_debt","inc_notifications"
"A Centrum","Amstelveldbuurt",2015,76494,24,18,17,12,29,0.94,0.59,33,19,26,41,14,6
"A Centrum","Amstelveldbuurt",2016,77914,22,18,17,12,31,0.81,0.56,16,9,18,28,0,0
"A Centrum","Amstelveldbuurt",2017,80000,22,18,17,12,31,0.88,0.58,27,22,20,30,1,6
"A Centrum","Amstelveldbuurt",2018,81707,21,18,17,12,32,0.84,0.57,22,22,16,23,0,4
"A Centrum","Amstelveldbuurt",2019,83530,20,18,17,12,33,0.83,0.57,22,22,14,19,0,7
"A Centrum","Amstelveldbuurt",2020,85377,19,18,17,12,34,0.83,0.57,23,23,13,16,0,10
"A Centrum","Anjeliersbuurt Noord",2015,41300,31,20,14,13,22,0.33,0.4,61,54,70,50,11,17
"A Centrum","Anjeliersbuurt Noord",2016,43000,31,18,18,12,21,0.29,0.38,67,55,60,50,11,19
"A Centrum","Anjeliersbuurt Noord",2017,43500,31,18,18,13,20,0.29,0.38,70,62,60,50,17,16
"A Centrum","Anjeliersbuurt Noord",2018,46415,30,19,17,13,21,0.36,0.41,75,72,63,47,12,30
"A Centrum","Anjeliersbuurt Noord",2019,47996,28,18,17,13,24,0.29,0.38,66,66,57,38,0,24
"A Centrum","Anjeliersbuurt Noord",2020,49930,28,19,17,13,23,0.33,0.4,71,71,57,36,1,31
"A Centrum","Anjeliersbuurt Zuid",2015,33600,37,18,18,12,15,0.21,0.34,114,95,150,90,31,26
"A Centrum","Anjeliersbuurt Zuid",2016,35800,38,18,17,12,15,0.19,0.33,121,100,140,70,30,25
"A Centrum","Anjeliersbuurt Zuid",2017,35900,38,19,17,12,14,0.23,0.35,126,106,140,60,29,38
"A Centrum","Anjeliersbuurt Zuid",2018,38819,36,18,18,12,16,0.24,0.35,126,112,141,68,26,39
"A Centrum","Anjeliersbuurt Zuid",2019,40506,35,18,18,12,17,0.2,0.34,121,112,138,61,18,37
"A Centrum","Anjeliersbuurt Zuid",2020,42588,35,18,18,13,16,0.28,0.37,133,125,140,64,24,50
"A Centrum","Bloemgrachtbuurt",2015,41900,31,21,15,12,21,0.49,0.42,80,57,90,60,23,26
"A Centrum","Bloemgrachtbuurt",2016,45400,31,19,16,13,21,0.45,0.42,72,56,80,60,21,24
"A Centrum","Bloemgrachtbuurt",2017,46300,28,20,17,13,22,0.4,0.41,79,62,70,40,21,31
"A Centrum","Bloemgrachtbuurt",2018,48188,28,20,16,13,23,0.46,0.42,79,67,77,46,15,34
"A Centrum","Bloemgrachtbuurt",2019,50069,28,20,17,13,22,0.48,0.43,82,74,76,44,14,39
"A Centrum","Bloemgrachtbuurt",2020,51679,26,20,17,13,24,0.42,0.41,74,71,71,36,2,34
"A Centrum","Burgwallen Oost",2015,30700,39,21,17,10,13,0.26,0.36,35,24,20,30,27,24
"A Centrum","Burgwallen Oost",2016,32000,37,20,19,13,11,0.25,0.35,32,23,20,30,15,16
"A Centrum","Burgwallen Oost",2017,33000,37,21,18,11,13,0.25,0.36,30,23,20,40,8,41
"A Centrum","Burgwallen Oost",2018,35863,37,21,19,12,11,0.36,0.39,48,43,22,33,22,46
"A Centrum","Burgwallen Oost",2019,37255,35,20,18,11,16,0.23,0.35,31,31,13,20,3,33
"A Centrum","Burgwallen Oost",2020,39476,35,21,19,12,13,0.35,0.39,49,49,18,26,14,51
"A Centrum","Czaar Peterbuurt",2015,30100,40,21,16,12,11,0.17,0.31,155,116,100,40,56,43
"A Centrum","Czaar Peterbuurt",2016,32000,39,21,15,12,13,0.17,0.31,151,120,90,70,46,31
"A Centrum","Czaar Peterbuurt",2017,33200,36,21,17,13,13,0.15,0.3,169,131,100,50,32,47
"A Centrum","Czaar Peterbuurt",2018,35503,37,21,16,13,13,0.19,0.32,164,135,95,48,42,50
"A Centrum","Czaar Peterbuurt",2019,37156,36,21,16,13,14,0.14,0.3,158,134,91,41,32,47
"A Centrum","Czaar Peterbuurt",2020,39372,36,21,17,13,13,0.26,0.34,176,151,96,46,43,65
"A Centrum","de Plantage",2015,52224,22,15,16,17,30,0.32,0.4,41,30,61,35,29,3
"A Centrum","de Plantage",2016,53945,21,15,16,17,31,0.29,0.39,38,31,58,29,22,2
"A Centrum","de Plantage",2017,56000,21,15,16,17,31,0.36,0.41,48,43,60,30,27,14
"A Centrum","de Plantage",2018,58043,21,15,16,17,31,0.43,0.43,58,55,62,31,31,25
"A Centrum","de Plantage",2019,59536,19,15,16,17,33,0.33,0.4,45,45,55,20,16,16
"A Centrum","de Plantage",2020,61572,19,15,17,17,32,0.4,0.42,54,54,57,21,20,27
"A Centrum","Den Texbuurt",2015,49034,25,16,18,14,27,0.3,0.39,25,10,36,31,20,12
"A Centrum","Den Texbuurt",2016,50354,23,16,18,14,29,0.15,0.35,5,0,26,17,0,0
"A Centrum","Den Texbuurt",2017,52500,23,16,18,14,29,0.25,0.38,19,13,30,20,6,11
"A Centrum","Den Texbuurt",2018,54501,22,16,18,14,30,0.3,0.4,27,23,31,20,9,21
"A Centrum","Den Texbuurt",2019,56324,22,16,19,14,29,0.3,0.4,28,28,30,17,5,24
"A Centrum","Den Texbuurt",2020,58119,21,16,19,14,30,0.3,0.4,27,27,27,12,1,26
"A Centrum","Driehoekbuurt",2015,34100,35,21,16,13,15,0.23,0.35,113,76,110,70,29,14
"A Centrum","Driehoekbuurt",2016,37300,35,19,17,13,16,0.24,0.36,114,95,110,70,30,27
"A Centrum","Driehoekbuurt",2017,37200,34,19,19,12,16,0.27,0.36,126,107,120,50,16,25
"A Centrum","Driehoekbuurt",2018,39754,33,19,18,13,17,0.22,0.35,116,99,109,54,15,25
"A Centrum","Driehoekbuurt",2019,41849,33,20,18,13,16,0.31,0.38,128,112,112,57,22,38
"A Centrum","Driehoekbuurt",2020,43845,32,20,18,13,17,0.36,0.4,137,123,113,57,25,48
"A Centrum","Elandsgrachtbuurt",2015,36100,35,22,16,13,14,0.36,0.39,144,118,150,90,33,54
"A Centrum","Elandsgrachtbuurt",2016,38000,36,20,15,13,16,0.32,0.39,155,127,140,90,37,51
"A Centrum","Elandsgrachtbuurt",2017,39100,34,21,16,12,17,0.3,0.38,153,131,150,80,33,64
"A Centrum","Elandsgrachtbuurt",2018,41319,33,21,16,13,17,0.32,0.38,150,132,143,78,25,61
"A Centrum","Elandsgrachtbuurt",2019,43453,33,21,16,13,17,0.41,0.42,164,147,146,82,34,75
"A Centrum","Elandsgrachtbuurt",2020,45025,32,21,16,13,18,0.34,0.39,155,144,140,73,21,69
"A Centrum","Felix Meritisbuurt",2015,69203,23,17,15,14,31,0.98,0.57,20,10,36,41,16,14
"A Centrum","Felix Meritisbuurt",2016,71048,22,17,15,14,32,0.98,0.58,21,15,35,38,13,18
"A Centrum","Felix Meritisbuurt",2017,72700,21,17,15,14,33,0.92,0.56,14,13,30,30,3,14
"A Centrum","Felix Meritisbuurt",2018,74575,20,17,15,14,34,0.93,0.57,16,16,29,27,1,19
"A Centrum","Felix Meritisbuurt",2019,76925,20,18,16,15,31,1,0.62,39,39,36,35,17,41
"A Centrum","Felix Meritisbuurt",2020,78125,18,17,15,14,36,0.88,0.56,13,13,24,17,0,20
"A Centrum","Frederikspleinbuurt",2015,57356,23,14,16,14,33,0.42,0.43,13,2,24,28,12,3
"A Centrum","Frederikspleinbuurt",2016,59294,22,14,16,14,34,0.45,0.44,18,10,24,26,12,11
"A Centrum","Frederikspleinbuurt",2017,61000,21,14,16,14,35,0.42,0.43,14,10,20,20,4,9
"A Centrum","Frederikspleinbuurt",2018,62651,20,14,16,14,36,0.37,0.41,7,7,15,12,0,5
"A Centrum","Frederikspleinbuurt",2019,64688,19,14,16,14,37,0.44,0.44,17,17,17,13,0,16
"A Centrum","Frederikspleinbuurt",2020,66368,18,14,16,14,38,0.4,0.42,11,11,13,6,0,14
"A Centrum","Haarlemmerbuurt Oost",2015,42209,32,21,16,12,19,0.55,0.4,24,15,38,30,4,0
"A Centrum","Haarlemmerbuurt Oost",2016,44305,32,21,17,12,18,0.63,0.43,36,28,40,32,11,7
"A Centrum","Haarlemmerbuurt Oost",2017,46200,31,21,17,12,19,0.66,0.44,40,35,40,30,10,13
"A Centrum","Haarlemmerbuurt Oost",2018,48160,30,21,17,12,20,0.7,0.45,47,44,41,29,12,21
"A Centrum","Haarlemmerbuurt Oost",2019,50033,30,21,18,12,19,0.72,0.46,49,49,40,27,10,26
"A Centrum","Haarlemmerbuurt Oost",2020,51579,28,21,17,12,22,0.64,0.44,39,39,34,17,0,19
"A Centrum","Haarlemmerbuurt West",2015,37300,33,20,15,13,19,0.26,0.37,109,86,120,50,27,19
"A Centrum","Haarlemmerbuurt West",2016,41500,31,20,16,14,19,0.28,0.37,107,85,120,40,31,24
"A Centrum","Haarlemmerbuurt West",2017,41800,31,22,15,13,19,0.33,0.39,107,93,130,40,37,40
"A Centrum","Haarlemmerbuurt West",2018,43665,30,20,16,13,21,0.24,0.36,102,91,117,32,18,27
"A Centrum","Haarlemmerbuurt West",2019,46358,30,21,17,14,18,0.51,0.45,139,124,130,48,47,63
"A Centrum","Haarlemmerbuurt West",2020,47473,28,21,16,14,21,0.3,0.38,111,105,117,29,17,40
"A Centrum","Het Funen",2015,50014,17,13,14,16,40,0.15,0.31,16,7,39,22,0,0
"A Centrum","Het Funen",2016,52092,17,13,15,16,39,0.23,0.33,27,20,42,24,6,6
"A Centrum","Het Funen",2017,53900,16,13,15,16,40,0.22,0.33,27,24,40,20,2,8
"A Centrum","Het Funen",2018,56058,16,13,16,16,39,0.32,0.36,42,39,44,24,11,23
"A Centrum","Het Funen",2019,57718,15,13,16,16,40,0.27,0.35,36,36,39,16,1,20
"A Centrum","Het Funen",2020,59540,14,13,16,16,41,0.27,0.35,36,36,38,13,0,23
"A Centrum","Kadijken",2015,40900,30,19,17,14,20,0.39,0.37,92,65,130,60,22,18
"A Centrum","Kadijken",2016,41600,29,19,17,15,20,0.31,0.35,91,72,130,70,25,14
"A Centrum","Kadijken",2017,45500,29,19,17,15,20,0.49,0.4,90,70,130,70,16,28
"A Centrum","Kadijken",2018,46279,28,19,17,15,21,0.4,0.37,91,77,126,59,13,25
"A Centrum","Kadijken",2019,48211,27,19,18,15,21,0.43,0.38,97,85,126,58,13,32
"A Centrum","Kadijken",2020,49901,26,19,18,15,22,0.4,0.37,92,85,123,51,5,30
"A Centrum","Kattenburg",2015,31200,33,24,19,12,12,0.11,0.25,67,47,80,30,25,14
"A Centrum","Kattenburg",2016,32200,30,28,18,12,12,0.1,0.25,63,48,80,30,22,14
"A Centrum","Kattenburg",2017,33500,31,26,17,11,15,0.12,0.26,63,53,70,30,22,24
"A Centrum","Kattenburg",2018,36305,30,26,19,12,13,0.21,0.29,82,70,79,31,30,37
"A Centrum","Kattenburg",2019,37661,29,26,18,12,15,0.07,0.25,63,60,70,17,9,23
"A Centrum","Kattenburg",2020,39638,28,26,19,12,15,0.12,0.26,71,69,71,17,12,32
"A Centrum","Kazernebuurt",2015,31450,34,21,16,14,15,0.14,0.3,42,28,81,25,19,1
"A Centrum","Kazernebuurt",2016,33283,34,21,16,14,15,0.14,0.3,43,33,80,21,16,4
"A Centrum","Kazernebuurt",2017,35200,33,21,16,14,16,0.17,0.31,48,41,80,20,16,11
"A Centrum","Kazernebuurt",2018,36971,32,21,16,14,17,0.15,0.31,47,44,78,15,11,12
"A Centrum","Kazernebuurt",2019,38794,31,21,16,14,18,0.16,0.31,48,48,76,12,8,16
"A Centrum","Kazernebuurt",2020,40772,31,21,17,14,17,0.2,0.32,55,55,77,12,10,25
"A Centrum","Kop Zeedijk",2015,31304,32,22,20,14,12,0.17,0.31,20,8,32,26,16,6
"A Centrum","Kop Zeedijk",2016,33604,31,23,20,14,12,0.32,0.36,41,29,39,33,30,27
"A Centrum","Kop Zeedijk",2017,35000,30,22,20,14,14,0.19,0.32,24,19,30,20,11,14
"A Centrum","Kop Zeedijk",2018,36668,29,22,20,14,15,0.14,0.31,19,18,26,13,2,11
"A Centrum","Kop Zeedijk",2019,38383,28,22,20,14,16,0.11,0.3,15,15,23,7,0,11
"A Centrum","Kop Zeedijk",2020,40304,27,22,20,14,17,0.14,0.31,20,20,23,6,0,18
"A Centrum","Langestraat e.o.",2015,63818,20,16,15,17,32,0.55,0.49,28,15,30,36,26,15
"A Centrum","Langestraat e.o.",2016,65089,19,15,15,17,34,0.38,0.44,5,1,19,20,2,0
"A Centrum","Langestraat e.o.",2017,67100,18,15,15,17,35,0.44,0.46,13,11,20,20,5,7
"A Centrum","Langestraat e.o.",2018,68968,17,15,15,17,36,0.45,0.46,15,15,19,17,3,11
"A Centrum","Langestraat e.o.",2019,70536,16,15,15,17,37,0.38,0.44,5,5,13,8,0,5
"A Centrum","Langestraat e.o.",2020,72953,16,15,16,18,35,0.56,0.5,30,30,21,17,8,29
"A Centrum","Lastage",2015,36241,31,22,16,14,17,0.28,0.36,26,14,45,29,13,0
"A Centrum","Lastage",2016,37940,30,22,16,14,18,0.25,0.35,21,14,41,23,5,0
"A Centrum","Lastage",2017,39800,29,22,16,14,19,0.26,0.36,24,20,40,20,3,3
"A Centrum","Lastage",2018,41655,28,22,16,14,20,0.27,0.36,26,26,39,17,1,7
"A Centrum","Lastage",2019,43425,27,22,16,14,21,0.26,0.36,25,25,36,12,0,9
"A Centrum","Lastage",2020,45592,27,22,17,15,19,0.37,0.4,40,40,41,16,5,25
"A Centrum","Marnixbuurt Noord",2015,30800,37,24,16,11,12,0.17,0.31,74,57,80,30,11,15
"A Centrum","Marnixbuurt Noord",2016,31700,39,24,14,10,13,0.2,0.32,74,56,70,30,17,15
"A Centrum","Marnixbuurt Noord",2017,32600,36,24,16,11,13,0.16,0.3,79,66,70,30,21,19
"A Centrum","Marnixbuurt Noord",2018,35082,35,24,15,11,15,0.1,0.29,67,60,66,17,0,13
"A Centrum","Marnixbuurt Noord",2019,37299,35,24,16,11,14,0.22,0.33,84,78,71,22,11,31
"A Centrum","Marnixbuurt Noord",2020,38753,34,24,16,11,15,0.11,0.29,70,70,63,11,0,21
"A Centrum","Nieuwmarkt",2015,30300,41,22,14,11,12,0.19,0.33,91,73,80,40,14,23
"A Centrum","Nieuwmarkt",2016,33300,39,21,16,11,13,0.17,0.32,84,72,70,40,16,17
"A Centrum","Nieuwmarkt",2017,33200,43,19,16,10,12,0.24,0.35,78,70,80,30,11,34
"A Centrum","Nieuwmarkt",2018,36156,40,21,16,11,12,0.28,0.36,97,89,78,35,16,40
"A Centrum","Nieuwmarkt",2019,37816,39,21,16,11,13,0.23,0.35,91,88,73,28,7,38
"A Centrum","Nieuwmarkt",2020,39566,38,21,16,11,14,0.21,0.34,89,89,71,23,1,38
"A Centrum","Oostenburg",2015,30800,35,21,18,15,11,0.13,0.28,141,98,110,40,69,18
"A Centrum","Oostenburg",2016,32400,33,21,20,15,11,0.12,0.27,124,107,100,30,63,31
"A Centrum","Oostenburg",2017,36200,32,20,18,16,14,0.17,0.31,130,118,110,40,51,28
"A Centrum","Oostenburg",2018,36622,31,20,19,15,15,0.09,0.27,127,112,101,26,49,26
"A Centrum","Oostenburg",2019,38604,31,21,19,16,13,0.14,0.29,135,122,102,26,51,36
"A Centrum","Oostenburg",2020,40455,30,21,19,16,14,0.15,0.3,137,127,101,23,49,40
"A Centrum","Oude Kerk e.o.",2015,27660,43,21,11,10,15,0.18,0.35,11,1,20,23,3,0
"A Centrum","Oude Kerk e.o.",2016,29700,43,21,12,10,14,0.24,0.37,21,13,22,24,8,8
"A Centrum","Oude Kerk e.o.",2017,31500,42,21,12,10,15,0.24,0.37,21,17,20,20,4,10
"A Centrum","Oude Kerk e.o.",2018,33408,41,21,12,10,16,0.27,0.38,26,24,20,18,4,17
"A Centrum","Oude Kerk e.o.",2019,34855,40,21,12,10,17,0.16,0.35,11,11,12,7,0,6
"A Centrum","Oude Kerk e.o.",2020,37069,40,21,13,10,16,0.28,0.39,29,29,17,12,0,24
"A Centrum","Sarphatistrook",2015,36600,41,16,12,13,18,0.33,0.4,217,181,60,30,33,25
"A Centrum","Sarphatistrook",2016,36800,43,15,12,12,18,0.3,0.41,260,213,50,30,65,28
"A Centrum","Sarphatistrook",2017,48600,30,19,14,13,24,0.48,0.42,321,276,50,30,74,38
"A Centrum","Sarphatistrook",2018,44462,37,17,13,13,20,0.42,0.43,274,237,53,26,56,42
"A Centrum","Sarphatistrook",2019,46344,36,17,13,13,21,0.45,0.43,278,244,52,24,55,48
"A Centrum","Sarphatistrook",2020,47856,35,16,13,13,23,0.36,0.41,266,238,45,13,40,39
"A Centrum","Uilenburg",2015,38200,29,18,18,14,21,0.23,0.36,48,33,40,20,20,11
"A Centrum","Uilenburg",2016,41115,28,18,18,15,21,0.3,0.38,50,38,42,23,20,16
"A Centrum","Uilenburg",2017,43800,27,18,17,16,22,0.31,0.38,42,36,40,20,11,13
"A Centrum","Uilenburg",2018,44729,26,18,18,15,23,0.3,0.38,50,46,38,15,12,21
"A Centrum","Uilenburg",2019,46640,26,18,18,15,23,0.33,0.39,55,54,38,13,12,28
"A Centrum","Uilenburg",2020,48337,25,18,18,15,24,0.29,0.38,50,50,34,7,3,26
"A Centrum","Valkenburg",2015,37286,29,19,15,17,20,0.15,0.31,1,0,39,31,2,0
"A Centrum","Valkenburg",2016,39317,29,19,16,17,19,0.21,0.33,11,7,41,32,6,0
"A Centrum","Valkenburg",2017,41200,28,19,16,17,20,0.23,0.34,14,13,40,30,5,5
"A Centrum","Valkenburg",2018,43029,27,19,16,17,21,0.23,0.34,15,15,38,27,2,8
"A Centrum","Valkenburg",2019,45201,27,19,17,18,19,0.34,0.38,31,31,43,31,11,25
"A Centrum","Valkenburg",2020,46897,26,19,17,17,21,0.3,0.37,26,26,39,24,3,23
"A Centrum","Waterloopleinbuurt",2015,35347,32,19,18,16,15,0.23,0.35,22,9,41,25,15,0
"A Centrum","Waterloopleinbuurt",2016,36839,31,19,17,15,18,0.14,0.32,9,3,34,14,0,0
"A Centrum","Waterloopleinbuurt",2017,39100,31,19,18,16,16,0.27,0.36,28,22,40,20,12,8
"A Centrum","Waterloopleinbuurt",2018,40986,30,19,18,16,17,0.29,0.37,32,29,39,18,11,14
"A Centrum","Waterloopleinbuurt",2019,42456,29,19,18,16,18,0.19,0.34,18,18,32,6,0,4
"A Centrum","Waterloopleinbuurt",2020,44832,29,19,19,17,16,0.36,0.39,42,42,40,15,12,28
"A Centrum","Weesperbuurt",2015,35900,37,18,15,13,17,0.34,0.38,132,95,150,70,44,35
"A Centrum","Weesperbuurt",2016,39400,36,19,14,12,19,0.35,0.38,83,65,160,70,46,24
"A Centrum","Weesperbuurt",2017,41800,35,19,14,14,18,0.46,0.42,90,75,150,50,40,36
"A Centrum","Weesperbuurt",2018,42537,34,18,15,13,20,0.35,0.38,98,83,148,53,31,33
"A Centrum","Weesperbuurt",2019,44532,34,19,15,13,19,0.41,0.4,106,93,149,53,34,42
"A Centrum","Weesperbuurt",2020,46478,33,19,15,13,20,0.45,0.41,112,101,150,52,35,50
"A Centrum","Westelijke Eilanden",2015,41100,32,18,16,13,21,0.38,0.4,74,56,110,70,32,11
"A Centrum","Westelijke Eilanden",2016,40700,32,18,16,14,20,0.37,0.4,84,68,110,70,17,13
"A Centrum","Westelijke Eilanden",2017,41500,32,18,16,14,20,0.31,0.38,90,70,110,70,17,34
"A Centrum","Westelijke Eilanden",2018,44654,30,18,16,14,22,0.33,0.39,81,71,105,61,12,22
"A Centrum","Westelijke Eilanden",2019,46978,30,18,17,14,21,0.49,0.44,103,92,112,68,27,44
"A Centrum","Westelijke Eilanden",2020,48568,29,18,17,14,22,0.42,0.42,94,88,107,60,15,39
"A Centrum","Westerdokseiland",2015,55800,18,13,16,17,36,0.39,0.4,50,41,60,50,35,23
"A Centrum","Westerdokseiland",2016,52900,19,13,17,18,33,0.24,0.36,46,39,50,30,18,13
"A Centrum","Westerdokseiland",2017,59300,18,15,14,16,37,0.38,0.41,48,43,60,30,18,19
"A Centrum","Westerdokseiland",2018,59512,16,13,16,17,38,0.3,0.38,44,44,51,26,11,19
"A Centrum","Westerdokseiland",2019,61598,16,14,16,17,37,0.38,0.4,55,55,54,28,17,32
"A Centrum","Westerdokseiland",2020,63316,15,14,16,17,38,0.35,0.4,51,51,50,22,10,31
"A Centrum","Weteringbuurt",2015,47000,26,16,18,15,25,0.36,0.41,26,18,60,50,11,10
"A Centrum","Weteringbuurt",2016,48716,25,16,17,15,27,0.29,0.39,18,11,51,40,2,6
"A Centrum","Weteringbuurt",2017,50900,25,17,17,15,26,0.37,0.42,29,19,50,40,10,19
"A Centrum","Weteringbuurt",2018,52953,24,17,18,16,25,0.48,0.45,44,39,58,46,17,34
"A Centrum","Weteringbuurt",2019,54773,24,17,18,16,25,0.48,0.45,44,43,56,42,13,37
"A Centrum","Weteringbuurt",2020,56290,22,16,18,15,29,0.39,0.43,32,32,49,31,0,28
"A Centrum","Wittenburg",2015,32900,32,21,19,13,15,0.15,0.29,137,100,140,70,51,30
"A Centrum","Wittenburg",2016,33400,32,22,20,13,13,0.15,0.29,131,105,140,70,39,24
"A Centrum","Wittenburg",2017,35200,32,23,18,14,13,0.17,0.3,116,97,140,70,28,43
"A Centrum","Wittenburg",2018,37806,31,22,20,14,13,0.25,0.33,144,121,142,70,45,51
"A Centrum","Wittenburg",2019,39483,30,22,20,14,14,0.21,0.31,139,121,138,64,36,49
"A Centrum","Wittenburg",2020,41440,29,22,20,14,15,0.25,0.33,146,130,139,63,38,57
"A Centrum","Zaagpoortbuurt",2015,23900,51,24,12,7,6,0.17,0.32,64,50,40,30,21,17
"A Centrum","Zaagpoortbuurt",2016,26000,47,25,14,6,8,0.15,0.3,56,42,40,30,18,23
"A Centrum","Zaagpoortbuurt",2017,27500,48,23,14,7,8,0.2,0.32,69,54,50,20,14,16
"A Centrum","Zaagpoortbuurt",2018,29537,47,24,14,7,8,0.2,0.33,69,61,42,22,15,29
"A Centrum","Zaagpoortbuurt",2019,31357,46,24,14,7,9,0.21,0.33,70,66,40,18,11,32
"A Centrum","Zaagpoortbuurt",2020,33188,46,24,14,7,9,0.21,0.33,72,71,39,15,9,36
"A Centrum","Zuiderkerkbuurt",2015,35400,35,19,17,12,17,0.25,0.36,41,28,50,30,11,17
"A Centrum","Zuiderkerkbuurt",2016,37100,34,18,19,13,16,0.25,0.36,53,43,50,30,11,17
"A Centrum","Zuiderkerkbuurt",2017,37700,37,16,18,12,17,0.27,0.38,53,45,50,30,6,23
"A Centrum","Zuiderkerkbuurt",2018,40204,33,17,18,12,20,0.21,0.35,44,42,44,19,0,19
"A Centrum","Zuiderkerkbuurt",2019,42451,33,18,19,13,17,0.34,0.4,62,61,49,25,8,38
"A Centrum","Zuiderkerkbuurt",2020,44004,32,18,19,13,18,0.26,0.37,52,52,43,15,0,31
"E West","Balboaplein e.o.",2015,29600,35,25,18,12,10,0.13,0.28,178,134,160,90,82,47
"E West","Balboaplein e.o.",2016,31100,35,24,18,13,10,0.13,0.28,174,140,150,80,94,47
"E West","Balboaplein e.o.",2017,32600,34,22,19,14,11,0.13,0.28,185,153,150,70,84,75
"E West","Balboaplein e.o.",2018,34031,33,23,18,14,12,0.13,0.28,176,151,150,72,90,69
"E West","Balboaplein e.o.",2019,35165,31,23,18,14,14,0.04,0.26,160,144,143,61,79,63
"E West","Balboaplein e.o.",2020,37267,32,23,19,15,11,0.23,0.32,185,169,152,71,104,94
"E West","Bellamybuurt Noord",2015,25700,53,15,13,9,10,0.26,0.38,653,457,100,60,119,53
"E West","Bellamybuurt Noord",2016,29000,46,17,16,9,12,0.22,0.36,429,352,90,70,127,18
"E West","Bellamybuurt Noord",2017,36900,31,21,18,14,16,0.17,0.32,409,353,90,50,121,48
"E West","Bellamybuurt Noord",2018,33746,42,18,16,12,12,0.31,0.38,506,405,95,58,136,63
"E West","Bellamybuurt Noord",2019,34869,41,17,16,12,14,0.21,0.35,490,398,88,47,125,57
"E West","Bellamybuurt Noord",2020,36290,40,17,16,12,15,0.2,0.35,486,401,85,42,124,62
"E West","Bellamybuurt Zuid",2015,31300,36,22,19,11,12,0.17,0.31,150,113,140,80,56,34
"E West","Bellamybuurt Zuid",2016,34000,34,20,19,12,15,0.2,0.33,173,135,140,90,96,35
"E West","Bellamybuurt Zuid",2017,35900,33,19,19,13,16,0.18,0.32,175,136,150,80,73,51
"E West","Bellamybuurt Zuid",2018,36580,32,20,19,13,16,0.16,0.32,159,134,139,73,75,50
"E West","Bellamybuurt Zuid",2019,38248,32,20,19,13,16,0.23,0.34,166,144,141,74,84,64
"E West","Bellamybuurt Zuid",2020,39812,31,20,19,14,16,0.26,0.35,168,152,141,72,89,74
"E West","Borgerbuurt",2015,26200,44,24,15,11,6,0.11,0.26,221,186,200,70,71,39
"E West","Borgerbuurt",2016,27400,44,24,15,11,6,0.12,0.27,222,187,190,50,79,40
"E West","Borgerbuurt",2017,28800,44,21,16,10,9,0.15,0.28,218,191,190,50,77,58
"E West","Borgerbuurt",2018,30543,42,23,16,12,7,0.18,0.29,223,201,193,52,84,64
"E West","Borgerbuurt",2019,32108,42,23,16,12,7,0.21,0.3,226,209,193,50,89,74
"E West","Borgerbuurt",2020,33431,41,22,16,12,9,0.17,0.29,218,209,189,43,86,76
"E West","Bosleeuw",2015,30300,33,24,19,14,10,0.13,0.28,326,270,300,130,138,78
"E West","Bosleeuw",2016,31200,33,23,21,14,9,0.13,0.28,332,274,290,130,115,62
"E West","Bosleeuw",2017,32600,30,24,21,15,10,0.12,0.27,335,279,290,100,117,96
"E West","Bosleeuw",2018,34119,30,23,20,15,12,0.08,0.26,320,277,288,108,120,85
"E West","Bosleeuw",2019,35907,30,23,21,16,10,0.18,0.3,332,292,291,111,133,104
"E West","Bosleeuw",2020,37302,29,23,21,16,11,0.16,0.29,328,294,289,106,132,107
"E West","Buyskade e.o.",2015,39200,23,21,19,15,22,0.15,0.3,107,88,90,80,31,17
"E West","Buyskade e.o.",2016,42100,22,19,18,16,25,0.16,0.31,113,91,90,70,35,17
"E West","Buyskade e.o.",2017,43400,23,19,18,16,24,0.19,0.32,112,93,100,70,40,41
"E West","Buyskade e.o.",2018,44637,21,19,19,17,24,0.21,0.33,113,103,92,68,43,43
"E West","Buyskade e.o.",2019,46017,20,19,19,17,25,0.19,0.32,107,104,89,62,41,46
"E West","Buyskade e.o.",2020,47394,19,19,19,17,26,0.16,0.31,101,101,86,56,39,49
"E West","Columbusplein e.o.",2015,27500,41,24,16,11,8,0.13,0.28,291,214,180,100,120,37
"E West","Columbusplein e.o.",2016,29000,40,24,16,12,8,0.14,0.29,298,233,180,90,113,38
"E West","Columbusplein e.o.",2017,30300,37,24,16,12,11,0.13,0.28,294,230,170,80,90,62
"E West","Columbusplein e.o.",2018,31686,37,23,16,12,12,0.08,0.27,284,228,171,78,104,52
"E West","Columbusplein e.o.",2019,33539,37,24,16,13,10,0.2,0.31,298,246,176,83,120,73
"E West","Columbusplein e.o.",2020,34957,36,23,16,13,12,0.19,0.31,295,248,173,78,120,78
"E West","Cremerbuurt Oost",2015,40800,26,19,18,15,22,0.21,0.34,66,54,60,60,11,18
"E West","Cremerbuurt Oost",2016,44000,25,18,19,15,23,0.2,0.33,61,53,50,40,11,22
"E West","Cremerbuurt Oost",2017,44600,24,18,19,15,24,0.22,0.34,59,47,50,50,23,12
"E West","Cremerbuurt Oost",2018,45850,23,18,19,16,24,0.15,0.32,49,49,47,37,9,22
"E West","Cremerbuurt Oost",2019,47552,22,18,19,16,25,0.22,0.34,57,57,49,38,19,37
