"district","neighborhood","year","hou_total","hou_wheel","hou_boat","hou_sheltered","hou_protected","hou_corporation","hou_owner","hou_rented","hou_40","hou_40_60","hou_60_80","hou_80_100","hou_100","hou_occupants","hou_mar_wo","hou_mar_w","hou_unm_wo","hou_unm_w","hou_sin_wo","hou_sin_w","hou_other","hou_value","hou_value_m2","hou_satisfaction","hou_condition","hou_maintenance","hou_neighborhood","hou_development","hou_homefeel"
"M Oost","Zuidwestkwadrant Indische Buurt",2018,2014,0,1,19,13,1516,361,137,197,442,854,416,105,2.15,169,339,207,94,941,226,38,316320,4273,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Zuidwestkwadrant Indische Buurt",2019,1964,0,0,10,13,1443,352,169,130,444,865,407,118,2.09,162,317,200,65,976,211,33,325177,4700,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Zuidwestkwadrant Indische Buurt",2020,1990,0,0,11,13,1427,357,206,157,414,838,407,174,2.04,168,335,209,42,1005,209,22,362423,4968,"3.high","3.good","3.good","3.high","3.high","2.low"
"N Noord","Baanakkerspark Noord",2015,354,0,0,0,0,0,340,14,43,0,302,4,5,1.64,63,25,28,10,206,19,3,130348,1851,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Noord",2016,356,0,0,0,0,3,335,18,45,1,303,5,2,1.64,64,25,36,7,203,18,3,141274,2006,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Noord",2017,353,0,0,0,0,1,328,24,43,0,301,5,4,1.63,63,26,41,7,199,17,0,149600,2144,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Noord",2018,386,0,0,2,0,0,364,22,59,4,311,13,0,1.67,64,30,42,11,216,19,4,202492,2719,"4.very high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Noord",2019,374,0,0,0,0,0,367,7,47,0,305,11,11,1.65,64,26,41,7,213,19,4,219823,2985,"4.very high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Noord",2020,416,0,0,3,0,0,393,23,73,7,319,21,0,1.69,67,32,48,12,230,24,3,263722,3432,"4.very high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Zuid",2015,217,0,0,0,0,33,162,22,0,0,19,164,34,1.75,51,13,22,7,107,9,8,147821,1490,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Zuid",2016,273,0,0,2,0,57,194,22,12,8,38,177,38,1.81,62,19,29,11,131,13,8,197920,1979,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Zuid",2017,259,0,0,0,0,24,196,39,0,0,31,175,53,1.79,58,17,28,10,126,12,8,214716,2241,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Zuid",2018,300,0,1,3,0,36,221,43,24,10,45,185,36,1.83,66,20,34,14,140,14,12,257584,2681,"3.high","4.very good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Zuid",2019,333,0,1,5,1,42,243,48,43,18,55,193,24,1.86,70,24,39,18,151,18,13,296881,3096,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"N Noord","Baanakkerspark Zuid",2020,301,0,0,2,0,0,238,63,19,4,42,187,49,1.83,62,21,35,12,145,15,11,305070,3300,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"N Noord","Banne Noordoost",2015,1467,0,0,1,8,1034,388,45,0,132,487,660,188,2.44,250,321,69,74,553,194,6,161814,1922,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Banne Noordoost",2016,1432,0,0,0,8,995,395,42,0,124,475,650,183,2.44,239,313,75,60,537,194,14,162131,1995,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Banne Noordoost",2017,1467,0,0,1,8,1004,403,60,0,132,487,660,188,2.49,243,317,81,76,543,193,14,184115,2205,"3.high","3.good","3.good","1.very low","2.low","2.low"
"N Noord","Banne Noordoost",2018,1532,0,1,6,9,1035,453,44,40,150,510,674,158,2.53,241,326,99,99,539,213,15,256395,2933,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Banne Noordoost",2019,1467,0,0,1,8,970,461,36,0,132,487,655,193,2.48,225,320,88,69,528,219,18,260403,3119,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Banne Noordoost",2020,1466,0,0,0,8,937,441,88,0,121,482,661,202,2.46,229,321,76,61,565,199,15,271288,3330,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Banne Noordwest",2015,1121,0,0,1,10,877,223,21,0,256,196,665,4,2.33,135,225,52,41,496,168,4,145571,1938,"3.high","2.bad","2.bad","1.very low","1.very low","2.low"
"N Noord","Banne Noordwest",2016,1128,0,0,2,10,884,229,15,9,255,205,666,0,2.36,122,221,66,44,498,166,11,160947,2097,"3.high","2.bad","2.bad","1.very low","2.low","2.low"
"N Noord","Banne Noordwest",2017,1121,0,0,1,10,849,234,38,0,256,196,665,4,2.35,115,209,67,39,511,166,14,161364,2075,"3.high","2.bad","2.bad","1.very low","2.low","2.low"
"N Noord","Banne Noordwest",2018,1138,0,0,2,10,849,249,40,9,252,206,670,1,2.36,123,223,67,45,502,167,11,212227,2742,"3.high","2.bad","2.bad","1.very low","2.low","2.low"
"N Noord","Banne Noordwest",2019,1121,0,0,1,10,843,245,33,2,236,211,667,5,2.36,108,219,62,49,510,156,17,235142,3126,"3.high","2.bad","2.bad","1.very low","1.very low","2.low"
"N Noord","Banne Noordwest",2020,1239,0,1,9,11,889,308,42,68,278,240,695,0,2.46,130,228,87,76,511,185,22,306630,3681,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Banne Zuidoost",2015,1641,0,0,7,4,1050,433,158,63,446,356,499,277,2.02,254,223,108,99,812,131,14,175318,2087,"3.high","3.good","2.bad","2.low","3.high","3.high"
"N Noord","Banne Zuidoost",2016,1703,0,0,9,4,1031,500,172,62,455,362,504,320,2.08,267,250,117,100,818,134,17,198329,2290,"3.high","3.good","3.good","2.low","3.high","3.high"
"N Noord","Banne Zuidoost",2017,1719,0,0,8,4,990,508,221,63,446,356,506,348,2.08,271,239,122,103,838,132,14,200240,2347,"4.very high","3.good","3.good","2.low","3.high","3.high"
"N Noord","Banne Zuidoost",2018,1730,0,0,10,4,1009,527,194,73,457,368,511,321,2.11,266,250,133,116,815,133,17,257360,2988,"3.high","3.good","3.good","2.low","3.high","3.high"
"N Noord","Banne Zuidoost",2019,1729,0,0,8,4,970,575,184,36,457,361,504,371,2.12,276,263,115,105,818,138,14,279218,3287,"3.high","3.good","3.good","2.low","3.high","3.high"
"N Noord","Banne Zuidoost",2020,1778,0,1,12,4,1006,564,208,98,467,383,524,306,2.15,266,249,150,133,814,150,16,326872,3757,"4.very high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Banne Zuidwest",2015,1360,0,19,5,65,996,328,36,9,43,959,154,195,2.66,155,287,91,72,540,206,9,167101,2033,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Banne Zuidwest",2016,1378,0,19,4,65,973,349,56,7,44,972,152,203,2.66,150,287,96,68,559,205,13,179710,2195,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Banne Zuidwest",2017,1399,0,19,5,65,969,372,58,9,43,981,155,211,2.67,153,289,105,65,584,197,6,191566,2325,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Banne Zuidwest",2018,1369,0,19,2,65,922,362,85,0,34,966,151,218,2.64,141,282,99,56,579,198,14,222049,2779,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Banne Zuidwest",2019,1399,0,19,3,65,909,383,107,9,43,982,154,211,2.66,150,276,93,68,597,202,13,262218,3227,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Banne Zuidwest",2020,1381,0,19,2,65,889,383,109,0,31,968,155,227,2.65,142,285,100,57,584,199,14,274263,3431,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Blauwe Zand",2015,912,0,0,0,4,775,128,9,39,408,412,28,25,2.04,176,112,67,47,362,141,7,169285,2705,"3.high","2.bad","2.bad","2.low","3.high","3.high"
"N Noord","Blauwe Zand",2016,899,0,0,0,4,767,124,8,34,403,409,27,26,2.06,162,108,54,54,378,135,8,178470,2851,"3.high","2.bad","2.bad","2.low","3.high","3.high"
"N Noord","Blauwe Zand",2017,912,0,0,0,4,752,121,39,39,405,413,29,26,2.1,153,114,57,61,384,136,7,194104,3085,"3.high","3.good","3.good","2.low","3.high","3.high"
"N Noord","Blauwe Zand",2018,938,0,0,1,4,756,156,26,53,410,420,37,18,2.09,155,118,64,64,382,146,9,243460,3590,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Blauwe Zand",2019,912,0,0,0,4,740,163,9,39,400,412,34,27,2.06,145,116,57,56,392,137,9,260036,3807,"3.high","2.bad","2.bad","2.low","2.low","2.low"
"N Noord","Blauwe Zand",2020,931,0,0,0,4,707,170,54,42,401,415,37,36,2.08,150,113,66,56,395,141,10,287037,4183,"3.high","3.good","3.good","3.high","3.high","2.low"
"N Noord","Bloemenbuurt Noord",2015,1225,0,0,0,8,931,251,43,27,692,331,138,37,1.95,175,151,86,67,566,171,9,153149,2400,"3.high","3.good","2.bad","2.low","3.high","3.high"
"N Noord","Bloemenbuurt Noord",2016,1271,0,1,4,9,944,295,32,60,709,351,150,1,2,188,165,94,94,553,165,12,193901,2891,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Bloemenbuurt Noord",2017,1221,0,0,0,8,875,262,84,23,691,331,139,37,1.95,171,152,83,78,565,162,10,180493,2841,"3.high","3.good","3.good","2.low","3.high","2.low"
"N Noord","Bloemenbuurt Noord",2018,1218,0,0,0,8,856,288,74,18,685,329,139,47,1.94,174,149,87,62,572,162,12,214888,3331,"3.high","3.good","3.good","2.low","3.high","3.high"
"N Noord","Bloemenbuurt Noord",2019,1220,0,0,0,8,837,333,50,23,686,333,141,37,1.95,171,157,88,69,580,149,6,247258,3872,"3.high","3.good","3.good","2.low","3.high","3.high"
"N Noord","Bloemenbuurt Noord",2020,1120,0,0,0,6,731,263,126,0,646,289,118,67,1.84,148,135,67,27,607,135,1,214460,3625,"3.high","2.bad","2.bad","2.low","2.low","2.low"
"N Noord","Bloemenbuurt Zuid",2015,1186,0,0,2,2,1014,83,89,20,554,369,155,88,2.02,118,135,101,78,593,147,14,161624,2315,"2.low","2.bad","2.bad","2.low","3.high","2.low"
"N Noord","Bloemenbuurt Zuid",2016,1204,0,0,4,2,1035,80,89,35,552,378,165,74,2.06,127,139,104,93,567,162,12,194220,2779,"3.high","2.bad","2.bad","2.low","3.high","3.high"
"N Noord","Bloemenbuurt Zuid",2017,1183,0,0,2,2,1010,80,93,20,536,369,163,95,2.08,115,141,101,77,578,160,11,193733,2831,"3.high","2.bad","3.good","3.high","3.high","2.low"
"N Noord","Bloemenbuurt Zuid",2018,1244,0,1,6,2,1024,112,108,55,559,389,175,66,2.1,128,151,116,93,581,163,12,259455,3520,"3.high","2.bad","3.good","3.high","3.high","3.high"
"N Noord","Bloemenbuurt Zuid",2019,1189,0,0,2,1,970,77,142,20,538,370,167,94,2.02,122,145,93,86,570,164,9,270747,3932,"3.high","2.bad","3.good","3.high","3.high","3.high"
"N Noord","Bloemenbuurt Zuid",2020,1247,0,1,5,2,984,129,134,50,553,387,177,80,2.1,118,153,118,94,588,165,11,307558,4144,"3.high","2.bad","3.good","3.high","3.high","3.high"
"N Noord","Buikslotermeer Noord",2015,1545,0,0,1,4,880,592,73,52,126,433,259,675,1.6,215,116,109,30,989,76,10,172676,1968,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Buikslotermeer Noord",2016,1383,0,1,7,5,663,623,97,102,181,459,274,367,1.99,187,112,125,62,797,87,13,222124,2352,"4.very high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Buikslotermeer Noord",2017,1152,0,0,1,4,445,591,116,51,126,433,259,283,2.13,162,84,98,27,706,62,13,189945,2185,"4.very high","3.good","3.good","3.high","2.low","3.high"
"N Noord","Buikslotermeer Noord",2018,1321,0,0,1,4,567,613,141,55,154,433,261,418,1.92,172,92,119,26,832,66,14,238886,2762,"3.high","3.good","3.good","3.high","2.low","2.low"
"N Noord","Buikslotermeer Noord",2019,1247,0,0,1,4,428,623,196,59,213,432,260,283,2.02,156,81,118,34,785,60,13,275640,3156,"4.very high","3.good","3.good","2.low","2.low","2.low"
"N Noord","Buikslotermeer Noord",2020,1360,0,0,3,4,557,646,157,74,160,445,272,409,1.96,170,105,131,39,824,78,13,304216,3503,"4.very high","3.good","3.good","3.high","2.low","3.high"
"N Noord","Buikslotermeerplein",2015,514,0,0,0,86,346,82,86,0,139,239,94,42,1.58,66,22,44,0,359,17,6,123864,1858,"3.high","3.good","3.good","2.low","3.high","2.low"
"N Noord","Buikslotermeerplein",2016,561,0,0,0,86,363,110,88,0,151,255,105,50,1.62,74,23,52,11,372,23,6,169770,2319,"3.high","3.good","3.good","3.high","3.high","2.low"
"N Noord","Buikslotermeerplein",2017,629,0,1,5,87,399,147,83,29,170,279,122,29,1.69,82,35,64,23,384,29,12,225866,2849,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Buikslotermeerplein",2018,588,0,0,1,86,342,137,109,0,153,262,113,60,1.65,70,29,58,12,384,23,12,229363,3021,"3.high","3.good","3.good","3.high","3.high","2.low"
"N Noord","Buikslotermeerplein",2019,594,0,0,1,86,326,148,120,0,152,263,115,64,1.65,72,27,59,12,390,23,11,255818,3349,"3.high","3.good","3.good","3.high","3.high","2.low"
"N Noord","Buikslotermeerplein",2020,582,0,0,0,86,294,151,137,0,145,257,113,67,1.64,72,24,60,6,390,18,12,273575,3618,"3.high","3.good","3.good","3.high","3.high","2.low"
"N Noord","Circus/Kermisbuurt",2015,643,14,0,0,2,250,372,21,0,91,307,228,17,2.08,86,117,48,43,273,70,6,174322,2168,"3.high","3.good","3.good","3.high","2.low","3.high"
"N Noord","Circus/Kermisbuurt",2016,587,14,0,0,2,217,347,23,0,76,279,215,17,2.03,82,101,38,32,278,57,0,163030,2157,"3.high","3.good","3.good","2.low","2.low","3.high"
"N Noord","Circus/Kermisbuurt",2017,643,14,0,0,2,238,373,32,0,91,295,228,29,2.12,88,104,45,40,292,72,2,194641,2405,"4.very high","3.good","3.good","3.high","2.low","3.high"
"N Noord","Circus/Kermisbuurt",2018,650,14,0,0,2,226,390,34,2,90,300,230,28,2.09,90,109,51,39,290,64,7,240154,2979,"4.very high","3.good","3.good","3.high","2.low","3.high"
"N Noord","Circus/Kermisbuurt",2019,643,14,0,0,2,238,391,14,0,91,294,228,30,2.05,95,103,50,38,293,60,4,270650,3368,"4.very high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Circus/Kermisbuurt",2020,658,14,0,0,2,189,410,59,1,86,300,234,37,2.09,86,113,53,40,292,66,8,290653,3618,"4.very high","3.good","3.good","3.high","2.low","3.high"
"N Noord","De Bongerd",2015,450,0,50,0,1,127,307,16,0,0,41,46,363,3.58,39,165,31,79,81,54,1,273623,2395,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"N Noord","De Bongerd",2016,522,0,49,0,1,170,326,26,0,0,47,40,435,3.57,38,196,33,98,92,65,0,309755,2562,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"N Noord","De Bongerd",2017,557,0,50,0,1,163,317,77,0,0,41,46,470,3.57,38,207,39,102,89,78,4,331688,2849,"4.very high","4.very good","3.good","2.low","3.high","2.low"
"N Noord","De Bongerd",2018,474,0,48,0,0,86,322,66,0,0,26,30,418,3.52,32,186,27,85,85,59,0,333440,3019,"3.high","4.very good","3.good","3.high","3.high","2.low"
"N Noord","De Bongerd",2019,629,0,47,0,1,212,407,10,0,0,80,46,503,3.64,43,228,45,118,117,74,4,427245,3589,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"N Noord","De Bongerd",2020,571,0,49,0,1,124,379,68,8,0,59,54,450,3.62,39,207,45,101,101,73,5,427062,3952,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"N Noord","De Kleine Wereld",2015,1150,0,0,1,0,997,134,19,1,24,951,110,64,2.46,163,203,52,48,447,229,8,139784,1852,"2.low","3.good","2.bad","2.low","2.low","2.low"
"N Noord","De Kleine Wereld",2016,1147,0,0,1,0,1006,128,13,1,25,953,108,60,2.43,159,193,57,45,454,227,12,151493,1994,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","De Kleine Wereld",2017,1151,0,0,1,0,986,140,25,1,24,951,110,65,2.46,160,200,46,44,459,227,15,160333,2131,"3.high","2.bad","2.bad","1.very low","1.very low","2.low"
"N Noord","De Kleine Wereld",2018,1120,0,0,0,0,940,133,47,0,9,941,103,67,2.4,153,189,47,35,460,224,12,185218,2520,"3.high","2.bad","2.bad","2.low","2.low","2.low"
"N Noord","De Kleine Wereld",2019,1151,0,0,1,0,979,140,32,0,21,958,108,64,2.38,152,194,63,48,462,217,15,229951,2957,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","De Kleine Wereld",2020,1214,0,1,4,0,975,189,50,33,33,973,126,49,2.49,163,210,70,58,467,233,13,276617,3438,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Elzenhagen Noord",2015,679,0,0,0,0,169,439,71,0,0,64,68,547,2.9,100,206,43,114,159,54,3,285965,2360,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"N Noord","Elzenhagen Noord",2016,729,0,0,0,0,147,459,123,0,0,68,97,564,2.9,102,226,51,117,168,58,7,330787,2591,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"N Noord","Elzenhagen Noord",2017,729,0,0,0,0,125,461,143,0,0,64,83,582,2.99,97,243,51,116,156,60,6,331050,2718,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"N Noord","Elzenhagen Noord",2018,830,0,1,6,1,188,518,124,52,26,103,121,528,3,113,249,68,136,181,75,8,425940,3534,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"N Noord","Elzenhagen Noord",2019,830,0,0,1,0,124,523,183,0,3,91,154,582,2.87,106,254,62,128,204,68,8,469857,3782,"4.very high","4.very good","4.very good","3.high","2.low","3.high"
"N Noord","Elzenhagen Noord",2020,731,0,0,0,0,61,493,177,0,0,63,100,568,2.9,91,236,53,114,175,53,9,425557,3827,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"N Noord","IJplein e.o.",2015,1427,0,20,1,23,1073,277,77,182,502,458,259,26,1.75,128,152,108,29,873,129,8,158925,2548,"3.high","3.good","3.good","2.low","2.low","2.low"
"N Noord","IJplein e.o.",2016,1403,0,21,0,23,1066,278,59,169,498,450,253,33,1.73,129,129,115,29,873,129,0,174612,2960,"3.high","2.bad","2.bad","2.low","2.low","2.low"
"N Noord","IJplein e.o.",2017,1427,0,22,1,23,1062,306,59,181,503,458,258,27,1.76,123,136,124,40,862,135,7,193976,3088,"3.high","3.good","2.bad","2.low","3.high","2.low"
"N Noord","IJplein e.o.",2018,1463,0,21,3,23,1072,319,72,201,511,469,267,15,1.79,127,141,127,56,858,141,13,249452,3767,"3.high","3.good","2.bad","2.low","3.high","2.low"
"N Noord","IJplein e.o.",2019,1427,0,21,1,23,1058,305,64,181,503,457,259,27,1.75,128,118,122,44,869,140,6,274964,4398,"3.high","2.bad","2.bad","2.low","2.low","2.low"
"N Noord","IJplein e.o.",2020,1493,0,22,4,23,1054,348,91,215,514,477,275,12,1.81,127,141,141,56,873,141,14,310181,4477,"3.high","3.good","3.good","2.low","3.high","2.low"
"N Noord","Kadoelen",2015,728,0,35,1,0,201,454,73,2,88,335,170,133,2.39,186,134,60,61,211,72,4,296431,3004,"4.very high","3.good","3.good","3.high","3.high","4.very high"
"N Noord","Kadoelen",2016,717,0,34,0,0,175,460,82,0,66,305,152,194,2.42,165,150,47,63,221,71,0,294903,3048,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Kadoelen",2017,777,0,35,0,0,209,457,111,3,86,329,170,189,2.5,176,161,61,75,221,79,4,332433,3400,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Kadoelen",2018,795,0,35,1,0,197,509,89,6,86,331,171,201,2.49,173,165,63,79,228,79,8,379157,3917,"4.very high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Kadoelen",2019,853,0,34,1,0,222,580,51,3,84,323,166,277,2.57,158,197,59,101,242,88,8,425107,4335,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"N Noord","Kadoelen",2020,839,0,35,3,0,189,544,106,28,93,344,183,191,2.54,177,169,73,89,234,89,8,446650,4673,"4.very high","3.good","3.good","3.high","3.high","4.very high"
"N Noord","Loenermark",2015,818,0,0,1,132,533,243,42,8,145,418,241,6,1.85,109,68,58,23,491,64,5,128207,1774,"3.high","3.good","2.bad","2.low","2.low","2.low"
"N Noord","Loenermark",2016,779,0,0,0,132,469,245,65,0,136,405,231,7,1.83,99,58,66,8,489,50,9,127740,1885,"3.high","2.bad","2.bad","2.low","2.low","2.low"
"N Noord","Loenermark",2017,818,0,0,1,132,483,257,78,8,145,418,241,6,1.85,105,63,80,18,483,60,9,154716,2164,"3.high","3.good","3.good","3.high","3.high","3.high"
"N Noord","Loenermark",2018,820,0,0,1,132,459,278,83,6,142,417,242,13,1.87,98,66,82,16,492,57,9,193619,2629,"3.high","3.good","2.bad","2.low","3.high","2.low"
"N Noord","Loenermark",2019,818,0,0,1,132,423,308,87,8,145,419,240,6,1.9,86,63,93,20,491,53,12,225793,3015,"3.high","2.bad","2.bad","2.low","2.low","2.low"
"N Noord","Loenermark",2020,814,0,0,0,132,411,292,111,0,133,413,242,26,1.86,92,59,84,17,495,59,8,237483,3224,"3.high","3.good","2.bad","2.low","3.high","2.low"
"N Noord","Markengouw Midden",2015,1221,15,0,0,2,965,231,25,30,166,466,376,183,3.07,99,337,67,69,367,271,11,197021,2201,"2.low","2.bad","2.bad","1.very low","2.low","2.low"
"N Noord","Markengouw Midden",2016,1209,15,0,0,2,907,204,98,0,164,425,342,278,2.85,103,322,64,64,412,232,12,186840,2173,"2.low","2.bad","2.bad","1.very low","2.low","2.low"
"N Noord","Markengouw Midden",2017,1300,15,0,0,2,959,225,116,30,166,466,375,263,2.85,109,334,88,92,423,241,13,214338,2506,"2.low","2.bad","2.bad","1.very low","2.low","2.low"
"N Noord","Markengouw Midden",2018,1261,15,0,0,2,907,242,112,24,175,441,356,265,2.9,102,331,89,76,408,242,13,258274,2955,"3.high","2.bad","2.bad","1.very low","2.low","2.low"
"N Noord","Markengouw Midden",2019,1257,15,0,0,2,859,243,155,18,201,395,313,330,2.77,114,324,90,68,440,211,10,291440,3224,"3.high","3.good","2.bad","2.low","2.low","2.low"
