"district","neighborhood","year","hou_total","hou_wheel","hou_boat","hou_sheltered","hou_protected","hou_corporation","hou_owner","hou_rented","hou_40","hou_40_60","hou_60_80","hou_80_100","hou_100","hou_occupants","hou_mar_wo","hou_mar_w","hou_unm_wo","hou_unm_w","hou_sin_wo","hou_sin_w","hou_other","hou_value","hou_value_m2","hou_satisfaction","hou_condition","hou_maintenance","hou_neighborhood","hou_development","hou_homefeel"
"M Oost","Noordoostkwadrant Indische Buurt",2020,3006,0,0,0,273,1978,578,450,60,1205,886,623,232,1.77,212,318,318,0,1910,212,36,320628,4877,"3.high","2.bad","3.good","3.high","3.high","2.low"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2015,2306,0,0,0,11,1118,773,415,205,1456,310,138,197,1.76,142,197,345,83,1348,155,36,196812,3314,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2016,2348,0,1,6,12,1139,815,394,244,1394,382,178,150,1.78,171,213,384,128,1238,171,43,252782,4190,"3.high","3.good","3.good","3.high","4.very high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2017,2324,0,0,0,11,1099,858,367,217,1421,335,155,196,1.65,154,191,390,88,1322,144,35,251340,4372,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2018,2339,0,0,0,11,1063,818,458,214,1373,370,171,211,1.69,142,189,402,95,1347,142,22,306140,4935,"3.high","3.good","3.good","3.high","4.very high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2019,2296,0,0,0,11,1000,775,521,196,1240,444,207,209,1.68,137,195,416,98,1278,140,32,340442,5662,"4.very high","3.good","3.good","4.very high","4.very high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2020,2455,0,2,4,12,1090,873,492,265,1393,405,193,199,1.72,177,221,420,133,1283,177,44,418711,6083,"3.high","3.good","3.good","4.very high","4.very high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2015,2404,0,0,1,8,1279,649,476,318,1185,442,305,154,1.86,124,202,396,114,1379,144,45,186018,3031,"3.high","3.good","3.good","3.high","4.very high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2016,2366,0,0,0,8,1207,674,485,215,1156,486,345,164,1.9,122,195,415,98,1342,146,48,211781,3604,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2017,2409,0,0,1,8,1180,741,488,186,1163,519,380,161,1.94,142,209,459,109,1289,155,46,255766,4096,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2018,2419,0,0,0,8,1182,703,534,226,1155,498,352,188,1.87,125,200,449,100,1347,150,48,294516,4549,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2019,2418,0,0,0,8,1170,699,549,193,1137,535,373,180,1.92,142,217,447,108,1287,173,44,343544,5278,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2020,2437,0,0,0,7,1128,717,592,213,1143,497,352,232,1.81,132,185,477,79,1404,132,28,360755,5381,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oostelijke Handelskade",2015,751,0,2,0,6,354,159,238,0,22,54,390,285,1.83,90,83,141,44,323,65,5,348795,3344,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"M Oost","Oostelijke Handelskade",2016,678,0,2,0,5,327,138,213,0,7,31,372,268,1.86,80,73,131,36,306,51,1,364499,3488,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Oostelijke Handelskade",2017,751,0,4,0,6,353,182,216,0,22,54,390,285,1.91,92,82,154,46,317,56,4,424478,4045,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Oostelijke Handelskade",2018,696,0,2,0,5,274,152,270,0,0,30,372,294,1.8,87,71,142,24,324,47,1,431670,4326,"3.high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Oostelijke Handelskade",2019,751,0,3,0,6,354,174,223,0,22,55,380,294,1.94,96,80,146,43,319,59,8,512595,4955,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Oostelijke Handelskade",2020,931,0,5,6,7,400,257,274,82,53,109,421,266,1.95,121,105,186,73,356,81,9,601816,5863,"4.very high","4.very good","4.very good","4.very high","3.high","4.very high"
"M Oost","Oosterparkbuurt Noordwest",2015,2229,0,0,6,6,1354,538,337,234,843,709,302,141,1.73,138,149,299,85,1370,160,28,207361,3217,"3.high","3.good","3.good","3.high","3.high","4.very high"
"M Oost","Oosterparkbuurt Noordwest",2016,2216,0,0,6,6,1356,546,314,261,788,709,325,133,1.72,137,137,320,69,1371,160,22,241037,3982,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Noordwest",2017,2257,0,0,6,6,1352,599,306,288,827,705,311,126,1.74,146,156,334,90,1341,156,34,289646,4540,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Noordwest",2018,2328,0,1,9,6,1381,599,348,310,807,743,346,122,1.75,152,174,348,109,1327,174,44,351988,5118,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Noordwest",2019,2279,0,1,6,6,1358,560,361,301,706,746,381,145,1.69,155,143,355,80,1370,146,30,368535,5729,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Noordwest",2020,2349,0,1,6,6,1330,615,404,300,795,743,346,165,1.69,161,161,368,92,1382,161,24,419840,5962,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidoost",2015,2002,0,0,63,3,985,586,431,135,758,444,340,325,1.86,164,190,263,118,1070,160,37,242339,3316,"3.high","3.good","3.good","3.high","3.high","4.very high"
"M Oost","Oosterparkbuurt Zuidoost",2016,2011,0,0,61,3,941,636,434,139,764,444,341,323,1.89,174,193,271,116,1044,174,39,302782,4084,"3.high","3.good","3.good","3.high","3.high","4.very high"
"M Oost","Oosterparkbuurt Zuidoost",2017,2016,0,0,61,3,886,663,467,131,758,444,347,336,1.85,166,182,277,96,1088,167,40,327093,4448,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidoost",2018,2038,0,0,58,3,894,654,490,133,755,446,343,361,1.84,165,185,288,103,1091,165,41,373359,4946,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidoost",2019,2023,0,0,53,3,855,674,494,121,752,435,332,383,1.86,172,195,285,103,1078,163,27,429574,5678,"4.very high","3.good","3.good","3.high","3.high","4.very high"
"M Oost","Oosterparkbuurt Zuidoost",2020,2073,0,0,56,3,854,676,543,131,747,451,347,397,1.79,171,192,299,85,1133,150,43,447827,5834,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidwest",2015,1783,0,0,3,16,1272,340,171,161,755,545,201,121,1.71,105,159,220,71,1050,164,14,197258,3157,"3.high","3.good","3.good","3.high","4.very high","3.high"
"M Oost","Oosterparkbuurt Zuidwest",2016,1759,0,0,4,16,1235,370,154,154,751,536,210,108,1.75,104,157,209,70,1045,157,17,243020,3926,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidwest",2017,1797,0,0,3,16,1220,416,161,162,761,546,206,122,1.71,107,152,204,75,1084,156,19,273512,4325,"3.high","3.good","2.bad","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidwest",2018,1827,0,1,4,16,1223,405,199,174,754,553,221,125,1.73,106,160,231,89,1064,160,17,333010,4920,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidwest",2019,1757,0,0,3,15,1160,388,209,142,728,528,231,128,1.76,106,147,220,67,1048,150,19,373391,5650,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oosterparkbuurt Zuidwest",2020,1887,0,1,4,16,1204,436,247,190,756,568,231,142,1.71,127,163,236,91,1089,163,18,419651,5891,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Oostpoort",2015,600,0,0,1,1,301,104,195,99,24,159,189,129,1.85,74,47,83,25,311,52,8,251280,3018,"4.very high","4.very good","3.good","4.very high","3.high","4.very high"
"M Oost","Oostpoort",2016,850,0,1,6,2,420,229,201,131,80,275,221,143,1.95,102,87,94,55,425,79,8,328788,3800,"4.very high","4.very good","3.good","4.very high","4.very high","4.very high"
"M Oost","Oostpoort",2017,868,0,0,1,1,317,192,359,99,80,307,196,186,1.91,98,80,83,45,480,75,7,335533,4080,"4.very high","4.very good","3.good","4.very high","3.high","4.very high"
"M Oost","Oostpoort",2018,852,0,0,1,1,353,236,263,108,62,268,217,197,1.88,103,77,95,43,456,69,9,387927,4583,"4.very high","4.very good","3.good","4.very high","3.high","4.very high"
"M Oost","Oostpoort",2019,1007,0,0,1,1,476,369,162,110,83,320,255,239,1.91,112,111,90,66,538,78,12,451303,5226,"4.very high","4.very good","4.very good","4.very high","4.very high","4.very high"
"M Oost","Oostpoort",2020,939,0,1,2,1,356,280,303,142,71,293,233,200,1.88,116,89,107,54,483,80,10,487789,5644,"4.very high","4.very good","4.very good","4.very high","4.very high","4.very high"
"M Oost","Park De Meer",2015,693,0,0,0,28,193,463,37,0,1,6,340,346,2.4,119,163,55,49,232,70,5,361830,3168,"4.very high","4.very good","4.very good","3.high","3.high","4.very high"
"M Oost","Park De Meer",2016,657,0,0,0,28,195,439,23,0,0,0,332,325,2.38,113,153,60,40,219,66,6,385048,3191,"4.very high","4.very good","4.very good","4.very high","3.high","4.very high"
"M Oost","Park De Meer",2017,693,0,0,0,28,193,474,26,0,1,6,340,346,2.39,126,159,71,44,219,67,7,433141,3722,"4.very high","4.very good","4.very good","4.very high","4.very high","4.very high"
"M Oost","Park De Meer",2018,701,0,0,0,28,163,465,73,0,0,4,338,359,2.35,123,166,65,43,231,65,8,464402,4111,"4.very high","4.very good","4.very good","4.very high","3.high","4.very high"
"M Oost","Park De Meer",2019,700,1,0,0,28,192,440,68,1,8,6,336,349,2.36,113,160,70,45,233,67,12,502365,4220,"4.very high","4.very good","4.very good","4.very high","3.high","4.very high"
"M Oost","Park De Meer",2020,766,0,1,0,28,148,499,119,11,0,20,349,386,2.34,133,180,78,47,250,70,8,553686,5098,"4.very high","4.very good","4.very good","4.very high","3.high","4.very high"
"M Oost","RI Oost terrein",2015,1298,0,0,5,1,273,202,823,473,161,409,162,93,1.55,73,86,159,73,833,61,13,122900,2828,"3.high","4.very good","4.very good","2.low","4.very high","2.low"
"M Oost","RI Oost terrein",2016,1218,0,0,0,0,172,172,874,409,125,376,142,166,1.43,54,54,147,27,897,40,0,113751,2956,"3.high","4.very good","3.good","2.low","3.high","2.low"
"M Oost","RI Oost terrein",2017,872,0,0,0,0,33,109,730,455,75,183,61,98,1.41,28,45,91,32,650,21,5,182126,3159,"3.high","4.very good","4.very good","2.low","4.very high","2.low"
"M Oost","RI Oost terrein",2018,1340,0,0,0,0,204,229,907,465,146,413,165,151,1.47,67,80,174,54,898,54,13,229724,4127,"3.high","4.very good","4.very good","2.low","4.very high","2.low"
"M Oost","RI Oost terrein",2019,1800,0,0,0,0,369,346,1085,470,215,640,268,207,1.53,125,113,288,84,1083,97,10,273516,5068,"3.high","4.very good","4.very good","2.low","3.high","2.low"
"M Oost","RI Oost terrein",2020,1395,0,1,0,0,181,259,955,478,145,426,174,172,1.45,69,83,193,55,925,55,15,313771,5080,"3.high","4.very good","4.very good","2.low","4.very high","2.low"
"M Oost","Rietlanden",2015,1061,0,6,0,4,404,449,208,2,15,201,340,503,2.11,108,137,169,87,448,105,7,326565,3278,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Rietlanden",2016,1177,1,6,3,4,456,472,249,33,34,235,396,479,2.12,123,146,191,90,493,123,11,364988,3586,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Rietlanden",2017,1219,2,6,0,4,432,475,312,20,25,251,415,508,2.05,129,150,188,77,552,112,11,380804,3932,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Rietlanden",2018,1226,1,7,2,4,428,499,299,40,31,245,403,507,2.09,130,153,200,94,519,118,12,446071,4518,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Rietlanden",2019,1221,2,6,0,4,404,488,329,20,23,231,420,527,2.04,127,149,207,81,522,123,12,459952,4612,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Rietlanden",2020,1319,2,8,4,5,436,545,338,78,43,272,420,506,2.1,144,168,228,108,528,132,11,548807,5598,"4.very high","4.very good","4.very good","4.very high","3.high","4.very high"
"M Oost","Science Park Noord",2015,1679,0,0,0,0,1342,247,90,1096,97,173,129,184,1.48,51,73,266,40,1200,17,32,170413,3446,"3.high","3.good","3.good","2.low","3.high","2.low"
"M Oost","Science Park Noord",2016,1715,0,0,0,0,816,223,676,1054,89,248,121,203,1.45,55,55,274,18,1295,0,18,144082,3649,"3.high","3.good","3.good","3.high","3.high","2.low"
"M Oost","Science Park Noord",2017,1831,0,0,0,0,623,265,943,1096,97,319,135,184,1.52,63,63,344,35,1275,18,33,198286,4044,"3.high","4.very good","4.very good","3.high","4.very high","2.low"
"M Oost","Science Park Noord",2018,1754,0,0,0,0,779,245,730,1056,83,255,126,234,1.41,39,39,292,0,1364,0,20,220198,4549,"3.high","3.good","3.good","3.high","3.high","2.low"
"M Oost","Science Park Noord",2019,1847,0,0,0,0,555,254,1038,1075,115,319,141,197,1.44,77,62,272,42,1344,20,30,250900,5303,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Science Park Noord",2020,1812,0,0,0,0,758,276,778,1071,83,268,134,256,1.38,59,39,315,0,1379,0,20,305512,5511,"3.high","3.good","3.good","3.high","3.high","2.low"
"M Oost","Sporenburg",2015,986,0,40,7,6,387,529,70,23,20,203,285,455,2.71,104,256,109,132,257,122,6,364445,3495,"3.high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Sporenburg",2016,1025,0,41,10,6,347,538,140,33,45,220,268,459,2.66,107,254,117,137,273,127,10,429548,3563,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Sporenburg",2017,986,0,41,8,6,388,551,47,23,20,201,277,465,2.69,105,252,102,135,256,132,4,432121,4017,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Sporenburg",2018,1010,0,40,4,5,264,538,208,0,21,206,260,523,2.56,109,261,119,119,282,119,1,480231,4288,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Sporenburg",2019,1112,0,41,8,6,168,548,396,23,69,246,237,537,2.46,112,260,154,132,326,122,6,583124,4368,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Sporenburg",2020,1106,0,41,6,6,276,586,244,38,33,234,278,523,2.58,123,279,134,134,302,134,0,584527,5377,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"M Oost","Steigereiland Noord",2015,592,0,0,0,0,199,201,192,0,29,69,176,318,2.43,59,114,76,71,178,89,5,265321,2915,"3.high","4.very good","3.good","2.low","3.high","2.low"
"M Oost","Steigereiland Noord",2016,613,0,0,2,0,213,213,187,13,36,76,181,307,2.48,60,120,72,72,192,90,7,288913,3109,"3.high","4.very good","3.good","2.low","3.high","3.high"
"M Oost","Steigereiland Noord",2017,594,0,0,0,0,194,208,192,0,29,69,177,319,2.48,54,115,63,69,195,90,8,293429,3174,"4.very high","3.good","3.good","2.low","2.low","2.low"
"M Oost","Steigereiland Noord",2018,697,0,1,3,1,214,255,228,44,44,100,196,313,2.48,72,130,85,85,208,104,13,387119,4158,"4.very high","4.very good","3.good","2.low","3.high","3.high"
"M Oost","Steigereiland Noord",2019,711,0,1,2,0,191,264,256,42,39,101,197,332,2.45,74,134,87,87,215,107,7,422915,4592,"4.very high","4.very good","3.good","2.low","3.high","3.high"
"M Oost","Steigereiland Noord",2020,730,0,1,1,0,173,275,282,43,36,104,199,348,2.43,72,143,93,86,222,107,7,461227,5043,"4.very high","4.very good","3.good","2.low","3.high","2.low"
"M Oost","Steigereiland Zuid",2015,907,0,0,1,1,343,523,41,56,18,143,174,516,2.88,58,288,49,144,236,125,7,350756,2830,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Steigereiland Zuid",2016,905,0,0,3,1,368,510,27,60,24,143,171,507,2.89,62,275,53,133,240,133,9,394429,2911,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Steigereiland Zuid",2017,912,0,0,1,1,345,493,74,56,16,146,171,523,2.86,62,276,53,133,246,138,4,412901,3262,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Steigereiland Zuid",2018,908,0,0,0,1,302,518,88,38,5,136,168,561,2.81,57,287,48,134,249,134,0,454365,3699,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Steigereiland Zuid",2019,932,0,0,1,1,342,539,51,56,20,142,171,543,2.84,60,290,61,130,249,137,5,524488,3925,"4.very high","4.very good","4.very good","3.high","3.high","3.high"
"M Oost","Steigereiland Zuid",2020,942,0,0,0,0,261,539,142,36,0,141,171,594,2.77,62,300,52,135,259,135,0,528562,4583,"4.very high","3.good","4.very good","3.high","3.high","3.high"
"M Oost","Swammerdambuurt",2015,1017,0,15,0,0,271,460,286,78,285,311,98,245,1.86,69,89,165,64,566,47,17,283806,3672,"3.high","3.good","3.good","4.very high","4.very high","4.very high"
"M Oost","Swammerdambuurt",2016,1088,0,16,6,1,306,518,264,133,310,331,118,196,1.93,90,90,190,80,559,60,19,372888,4567,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"M Oost","Swammerdambuurt",2017,1021,0,15,0,0,194,538,289,76,291,313,109,232,1.87,82,72,189,60,545,49,24,377523,4784,"4.very high","3.good","3.good","3.high","3.high","4.very high"
"M Oost","Swammerdambuurt",2018,1075,0,16,0,0,226,520,329,100,286,318,110,261,1.83,84,84,190,63,580,53,21,424719,5301,"4.very high","3.good","3.good","4.very high","4.very high","4.very high"
"M Oost","Swammerdambuurt",2019,1105,0,16,0,0,247,516,342,128,284,312,112,269,1.81,85,80,196,67,612,48,17,486512,6016,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"M Oost","Swammerdambuurt",2020,1058,0,15,0,0,142,519,397,65,262,304,102,325,1.74,71,71,200,47,623,35,11,474742,6023,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Transvaalbuurt Oost",2015,2385,2,0,0,6,1447,450,488,141,817,951,324,152,2.09,157,291,305,118,1230,233,51,221710,3302,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"M Oost","Transvaalbuurt Oost",2016,2459,2,0,0,6,1508,482,469,125,804,982,354,194,2.06,149,298,348,124,1242,248,50,255131,3896,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Transvaalbuurt Oost",2017,2546,2,0,0,6,1532,536,478,142,815,1009,369,211,2.08,162,314,396,129,1226,254,65,301308,4439,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Transvaalbuurt Oost",2018,2466,2,0,0,5,1445,491,530,105,788,977,352,244,1.99,135,298,352,81,1328,217,55,315930,4692,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Transvaalbuurt Oost",2019,2551,2,0,0,6,1530,513,508,125,788,1013,387,238,2,170,311,359,130,1275,248,58,379178,5451,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Transvaalbuurt Oost",2020,2629,2,2,3,7,1512,566,551,188,823,1030,384,204,2.07,197,319,393,147,1229,270,74,451212,5993,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Transvaalbuurt West",2015,2134,0,0,1,4,1438,509,187,126,1030,580,300,98,1.92,143,200,260,86,1200,222,23,189043,3039,"3.high","3.good","3.good","2.low","3.high","2.low"
"M Oost","Transvaalbuurt West",2016,2066,0,0,0,3,1355,497,214,79,1009,562,295,121,1.88,133,178,267,44,1222,200,22,196506,3499,"3.high","2.bad","2.bad","2.low","3.high","2.low"
"M Oost","Transvaalbuurt West",2017,2148,0,0,2,4,1375,561,212,123,1036,586,301,102,1.91,132,205,283,75,1197,222,34,261908,4142,"3.high","3.good","3.good","2.low","3.high","2.low"
"M Oost","Transvaalbuurt West",2018,2198,0,1,3,4,1397,559,242,141,1034,603,321,99,1.93,147,209,293,105,1172,230,42,317238,4702,"3.high","3.good","3.good","2.low","3.high","3.high"
"M Oost","Transvaalbuurt West",2019,2151,0,0,2,4,1345,529,277,105,1010,595,332,109,1.92,152,203,292,81,1180,211,32,337156,5240,"3.high","3.good","3.good","2.low","3.high","3.high"
"M Oost","Transvaalbuurt West",2020,2197,0,0,0,4,1326,565,306,116,1015,595,316,155,1.85,137,206,298,69,1259,206,22,374020,5470,"3.high","3.good","3.good","2.low","3.high","2.low"
"M Oost","Tuindorp Amstelstation",2015,486,0,0,0,0,485,1,0,56,417,10,2,1,1.7,58,32,20,12,282,80,2,184043,3522,"2.low","2.bad","3.good","3.high","2.low","3.high"
"M Oost","Tuindorp Amstelstation",2016,488,0,0,0,0,487,2,0,58,418,11,3,0,1.7,53,34,24,14,280,77,6,217324,4130,"3.high","2.bad","3.good","3.high","2.low","3.high"
"M Oost","Tuindorp Amstelstation",2017,486,0,0,0,0,485,1,0,56,417,10,2,1,1.69,50,34,32,14,279,74,3,248254,4721,"3.high","2.bad","3.good","3.high","3.high","4.very high"
"M Oost","Tuindorp Amstelstation",2018,562,0,1,1,0,480,39,43,82,424,30,15,11,1.69,65,38,33,16,316,87,7,310681,5147,"3.high","2.bad","3.good","3.high","2.low","3.high"
"M Oost","Tuindorp Amstelstation",2019,554,0,0,0,0,439,39,76,65,411,23,11,44,1.64,63,35,29,12,329,87,0,335943,5510,"3.high","2.bad","3.good","3.high","2.low","3.high"
"M Oost","Tuindorp Amstelstation",2020,551,0,0,0,0,403,42,106,52,401,18,8,72,1.6,64,35,29,6,331,87,0,363814,5890,"3.high","2.bad","3.good","3.high","2.low","3.high"
"M Oost","Tuindorp Frankendael",2015,1422,0,0,79,19,986,194,242,366,542,210,108,196,1.68,118,116,127,48,906,94,13,223485,3299,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"M Oost","Tuindorp Frankendael",2016,1489,0,0,55,19,963,176,350,406,526,262,91,204,1.59,120,120,120,60,963,90,16,232856,3675,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"M Oost","Tuindorp Frankendael",2017,1576,0,0,81,20,989,189,398,414,540,290,103,229,1.56,136,124,159,65,990,92,10,261382,4067,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"M Oost","Tuindorp Frankendael",2018,1541,0,0,54,19,938,204,399,417,524,274,99,227,1.56,123,123,139,62,986,92,16,315648,4620,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"M Oost","Tuindorp Frankendael",2019,1577,0,0,7,18,901,200,476,474,503,315,81,204,1.51,135,122,121,71,1025,100,3,351942,5171,"3.high","3.good","3.good","3.high","2.low","3.high"
"M Oost","Tuindorp Frankendael",2020,1604,0,1,54,19,922,237,445,434,526,289,109,246,1.54,144,128,144,64,1011,96,17,403508,5599,"3.high","2.bad","3.good","3.high","3.high","3.high"
"M Oost","Weespertrekvaart",2015,1027,0,3,4,0,1000,3,24,1001,0,5,3,18,1.21,4,3,56,0,963,0,1,75644,2393,"2.low","2.bad","1.very bad","1.very low","3.high","1.very low"
"M Oost","Weespertrekvaart",2016,1109,0,3,6,0,616,5,488,1033,41,32,4,0,1.31,11,11,65,11,1001,11,0,197041,3756,"3.high","2.bad","2.bad","1.very low","3.high","1.very low"
"M Oost","Weespertrekvaart",2017,1058,0,3,3,0,0,3,1055,1034,0,5,2,17,1.5,5,2,64,1,981,4,1,92825,2958,"2.low","2.bad","2.bad","1.very low","3.high","2.low"
"M Oost","Weespertrekvaart",2018,1199,0,4,8,1,621,49,529,1069,51,57,20,2,1.31,22,22,76,22,1025,22,10,297589,4821,"3.high","2.bad","2.bad","1.very low","3.high","2.low"
"M Oost","Weespertrekvaart",2019,1249,0,3,3,0,750,22,477,1034,96,75,3,41,1.09,13,10,52,9,1155,8,2,512129,7096,"3.high","3.good","3.good","1.very low","3.high","2.low"
"M Oost","Weespertrekvaart",2020,1170,0,3,0,0,529,43,598,1027,23,38,9,73,1.2,0,0,60,0,1110,0,0,341824,5504,"3.high","2.bad","2.bad","1.very low","3.high","1.very low"
"M Oost","Weesperzijde Midden/Zuid",2015,1568,0,33,0,4,461,595,512,161,508,351,263,285,1.82,114,127,229,86,897,86,29,277725,3714,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Weesperzijde Midden/Zuid",2016,1684,0,34,15,5,510,650,524,197,539,393,297,258,1.91,139,139,263,108,896,108,31,363210,4568,"4.very high","3.good","3.good","3.high","3.high","4.very high"
"M Oost","Weesperzijde Midden/Zuid",2017,1592,0,33,14,4,442,645,505,161,510,354,270,297,1.85,122,134,233,87,909,84,23,369818,4774,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Weesperzijde Midden/Zuid",2018,1655,0,33,7,4,416,644,595,154,510,374,286,331,1.8,119,136,256,85,955,85,19,406904,5247,"3.high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Weesperzijde Midden/Zuid",2019,1783,0,33,14,4,432,674,677,161,534,422,326,340,1.83,142,133,313,95,994,91,15,476238,6021,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Weesperzijde Midden/Zuid",2020,1707,0,33,6,4,390,673,644,164,508,386,293,356,1.77,123,123,282,88,985,88,18,489608,6191,"4.very high","3.good","3.good","3.high","3.high","3.high"
"M Oost","Zuidoostkwadrant Indische Buurt",2015,1844,0,0,1,16,1296,379,169,146,640,539,435,84,2.08,138,290,223,61,922,190,20,190574,2810,"3.high","3.good","2.bad","2.low","3.high","3.high"
"M Oost","Zuidoostkwadrant Indische Buurt",2016,1728,0,0,0,15,1202,340,186,89,575,516,426,122,1.98,133,266,190,19,930,171,19,185788,3092,"3.high","2.bad","2.bad","2.low","3.high","2.low"
"M Oost","Zuidoostkwadrant Indische Buurt",2017,1791,0,0,1,16,1219,393,179,141,586,544,434,86,2.08,148,271,217,57,898,182,18,248995,3720,"3.high","3.good","2.bad","2.low","3.high","2.low"
"M Oost","Zuidoostkwadrant Indische Buurt",2018,1841,0,0,0,16,1227,394,220,139,594,550,447,111,2.01,150,282,225,56,920,188,20,297484,4233,"3.high","3.good","2.bad","2.low","3.high","2.low"
"M Oost","Zuidoostkwadrant Indische Buurt",2019,1842,0,0,1,16,1231,382,229,136,568,561,468,109,1.95,162,279,213,58,900,203,27,343950,4855,"3.high","3.good","2.bad","2.low","3.high","2.low"
"M Oost","Zuidoostkwadrant Indische Buurt",2020,1851,0,0,0,15,1167,405,279,121,578,546,445,161,1.94,142,285,224,20,976,183,21,359988,5039,"3.high","3.good","2.bad","2.low","3.high","2.low"
"M Oost","Zuidwestkwadrant Indische Buurt",2015,1954,0,0,19,13,1551,300,103,180,439,818,400,117,2.11,162,334,180,61,965,217,35,183293,2600,"3.high","3.good","2.bad","2.low","3.high","3.high"
"M Oost","Zuidwestkwadrant Indische Buurt",2016,1909,0,0,15,13,1497,310,102,152,426,823,397,111,2.12,154,328,174,58,945,212,38,208373,3157,"3.high","3.good","2.bad","3.high","3.high","3.high"
"M Oost","Zuidwestkwadrant Indische Buurt",2017,1915,0,0,18,13,1482,333,100,180,401,814,401,119,2.15,167,323,192,64,940,200,29,253831,3677,"3.high","3.good","3.good","2.low","3.high","2.low"
