"district","neighborhood","year","pub_setup","pub_houses","pub_green","pub_clean_street","pub_clean_green","pub_clean_play","pub_main_street","pub_main_green","pub_main_play","pub_pollution","pub_area_land","pub_area_water","pub_area_green","pub_area_sports","pub_safe_day","pub_safe_night","pub_inc_criminal","pub_inc_neighbors","pub_inc_others","pub_inc_catering"
"A Centrum","Leliegracht e.o.",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Leliegracht e.o.",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Leliegracht e.o.",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,4,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Leliegracht e.o.",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Marnixbuurt Noord",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Marnixbuurt Noord",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Marnixbuurt Noord",2017,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Marnixbuurt Noord",2018,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Marnixbuurt Noord",2019,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Marnixbuurt Noord",2020,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Nieuwmarkt",2015,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Nieuwmarkt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Nieuwmarkt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Nieuwmarkt",2018,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Nieuwmarkt",2019,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","3.high",6,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Nieuwmarkt",2020,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","3.high",6,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Oostenburg",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",20,4,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Oostenburg",2016,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",20,4,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Oostenburg",2017,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",20,4,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Oostenburg",2018,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",20,4,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Oostenburg",2019,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",20,4,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Oostenburg",2020,"2.ok","2.ok","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","2.low",20,4,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Sarphatistrook",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",18,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Sarphatistrook",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",18,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Sarphatistrook",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",18,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Sarphatistrook",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",18,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Sarphatistrook",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",18,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Sarphatistrook",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",18,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Spuistraat Noord",2015,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Spuistraat Noord",2016,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Spuistraat Noord",2017,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Spuistraat Noord",2018,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Spuistraat Noord",2019,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Spuistraat Noord",2020,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Uilenburg",2015,"2.ok","2.ok","2.ok","1.low","1.low","1.low","2.high","2.high","2.high","3.high",8,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Uilenburg",2016,"2.ok","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",8,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Uilenburg",2017,"2.ok","3.beautiful","2.ok","1.low","1.low","1.low","2.high","2.high","2.high","3.high",8,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Uilenburg",2018,"2.ok","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",8,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Uilenburg",2019,"2.ok","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",8,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Uilenburg",2020,"2.ok","3.beautiful","2.ok","1.low","1.low","1.low","2.high","2.high","2.high","3.high",8,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Utrechtsebuurt Zuid",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",6,1,0,0,"2.high","2.high","1.low","1.low","1.low","2.high"
"A Centrum","Utrechtsebuurt Zuid",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"A Centrum","Utrechtsebuurt Zuid",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"A Centrum","Utrechtsebuurt Zuid",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"A Centrum","Utrechtsebuurt Zuid",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","1.low","1.low","2.high"
"A Centrum","Utrechtsebuurt Zuid",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","1.low","1.low","2.high"
"A Centrum","Valkenburg",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Valkenburg",2016,"2.ok","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Valkenburg",2017,"2.ok","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Valkenburg",2018,"2.ok","2.ok","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","3.high",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Valkenburg",2019,"2.ok","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Valkenburg",2020,"2.ok","2.ok","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","3.high",7,1,0,0,"1.low","1.low","1.low","1.low","2.high","2.high"
"A Centrum","Van Loonbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Van Loonbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Van Loonbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","2.low",13,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Van Loonbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","3.high",13,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Van Loonbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","3.high",13,2,0,0,"2.high","2.high","1.low","1.low","1.low","2.high"
"A Centrum","Van Loonbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","3.high",13,2,0,0,"2.high","2.high","1.low","1.low","1.low","2.high"
"A Centrum","Waterloopleinbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Waterloopleinbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Waterloopleinbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Waterloopleinbuurt",2018,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",11,2,0,0,"2.high","2.high","2.high","1.low","2.high","1.low"
"A Centrum","Waterloopleinbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,2,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Waterloopleinbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",11,2,0,0,"2.high","2.high","1.low","1.low","2.high","1.low"
"A Centrum","Weesperbuurt",2015,"2.ok","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","2.low",21,7,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Weesperbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",21,7,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Weesperbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",21,7,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Weesperbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","2.low",21,7,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Weesperbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","2.low",21,7,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Weesperbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","1.low","3.high",21,7,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Westelijke Eilanden",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",15,7,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Westelijke Eilanden",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,7,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Westelijke Eilanden",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,7,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Westelijke Eilanden",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,7,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Westelijke Eilanden",2019,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","2.low",15,7,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Westelijke Eilanden",2020,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","2.low",15,7,1,1,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Westerdokseiland",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,18,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Westerdokseiland",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,18,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Westerdokseiland",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,18,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Westerdokseiland",2018,"3.beautiful","3.beautiful","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",15,18,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Westerdokseiland",2019,"3.beautiful","3.beautiful","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",15,18,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Westerdokseiland",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,18,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Weteringbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,2,0,0,"2.high","2.high","1.low","2.high","2.high","1.low"
"A Centrum","Weteringbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Weteringbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Weteringbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,2,0,0,"2.high","2.high","1.low","2.high","2.high","1.low"
"A Centrum","Weteringbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,2,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Weteringbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,2,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Wittenburg",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,6,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Wittenburg",2016,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,6,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Wittenburg",2017,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,6,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Wittenburg",2018,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,6,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Wittenburg",2019,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,6,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Wittenburg",2020,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",12,6,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Zuiderkerkbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,2,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Zuiderkerkbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","1.low","1.low","2.high","2.high","2.high","3.high",7,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Zuiderkerkbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,2,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Zuiderkerkbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Zuiderkerkbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,2,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Zuiderkerkbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","2.high","3.high",7,2,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
